Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,Sck,SckY,Year,Att_Rush,Rush Yds,YPC,Rush_TD,Rush 1st,Rush 1st%,Rush FUM,Yds/Rec,Rec_TD,Rec FUM,Scrm Plys,3rd_Conv%,4th Conv%,W,L,T,Win pct
Buccaneers,511,299,58.5,6.7,3399,17,20,73.3,165,32.3,45,334,1992,438,1706,3.9,12,100,22.8,11,11.4,17,3,994,0.37142857142857144,0.38095238095238093,5,11,0,0.3125
Seahawks,476,230,48.3,4.9,2323,9,23,48.9,114,23.9,67,545,1992,402,1596,4.0,4,77,19.2,13,10.1,9,6,945,0.26576576576576577,0.29411764705882354,2,14,0,0.125
49ers,480,319,66.5,8.4,4054,29,9,105.0,192,40.0,32,174,1992,482,2315,4.8,22,135,28.0,15,12.7,29,6,994,0.46524064171123,0.38461538461538464,14,2,0,0.875
Chargers,496,282,56.9,7.3,3614,16,21,72.9,161,32.5,33,268,1992,489,1875,3.8,18,118,24.1,13,12.8,16,2,1018,0.3936651583710407,0.46153846153846156,11,5,0,0.6875
Steelers,431,249,57.8,7.1,3046,15,14,77.7,143,33.2,40,296,1992,518,2156,4.2,13,119,23.0,13,12.2,15,7,989,0.3459715639810427,0.4,11,5,0,0.6875
Cardinals,517,298,57.6,6.5,3344,15,24,67.4,161,31.1,36,258,1992,395,1491,3.8,11,88,22.3,7,11.2,15,8,948,0.3872549019607843,0.4166666666666667,4,12,0,0.25
Eagles,429,255,59.4,7.1,3054,20,13,84.2,138,32.2,64,462,1992,516,2388,4.6,19,138,26.7,15,12.0,20,1,1009,0.38461538461538464,0.5,11,5,0,0.6875
Jets,495,251,50.7,6.0,2962,12,24,57.2,137,27.7,39,283,1992,424,1752,4.1,8,94,22.2,12,11.8,12,2,958,0.3140096618357488,0.39285714285714285,4,12,0,0.25
Giants,433,232,53.6,6.1,2628,14,10,73.2,119,27.5,45,284,1992,458,2077,4.5,20,120,26.2,8,11.3,14,5,936,0.3448275862068966,0.6153846153846154,6,10,0,0.375
Saints,426,251,58.9,7.7,3297,19,16,82.6,155,36.4,15,119,1992,454,1628,3.6,10,92,20.3,8,13.1,19,5,895,0.38071065989847713,0.375,12,4,0,0.75
Patriots,444,244,55.0,5.6,2492,13,19,63.2,130,29.3,65,458,1992,419,1550,3.7,6,71,16.9,20,10.2,13,5,928,0.32286995515695066,0.42105263157894735,2,14,0,0.125
Vikings,458,258,56.3,6.9,3162,18,15,77.2,157,34.3,40,293,1992,497,2030,4.1,19,115,23.1,17,12.3,18,3,995,0.44339622641509435,0.5454545454545454,11,5,0,0.6875
Dolphins,563,332,59.0,7.4,4148,24,17,83.6,194,34.5,28,173,1992,407,1525,3.7,9,101,24.8,10,12.5,24,8,998,0.3880597014925373,0.5,11,5,0,0.6875
Raiders,471,233,49.5,6.3,2950,20,23,63.2,139,29.5,48,360,1992,434,1794,4.1,7,99,22.8,8,12.7,20,4,953,0.38461538461538464,0.38461538461538464,7,9,0,0.4375
Rams,495,289,58.4,6.9,3422,23,20,78.2,174,35.2,26,204,1992,393,1659,4.2,12,83,21.1,13,11.8,23,6,914,0.3709677419354839,0.14285714285714285,6,10,0,0.375
Chiefs,413,230,55.7,7.5,3115,15,12,79.9,134,32.4,48,323,1992,446,1532,3.4,14,87,19.5,9,13.5,15,5,907,0.34299516908212563,0.35714285714285715,10,6,0,0.625
Colts,546,305,55.9,6.6,3584,13,26,64.1,174,31.9,44,318,1992,379,1102,2.9,8,70,18.5,12,11.8,13,1,969,0.35714285714285715,0.625,9,7,0,0.5625
Oilers,573,373,65.1,7.4,4231,27,23,86.1,217,37.9,32,202,1992,353,1626,4.6,10,101,28.6,9,11.3,27,6,958,0.4235294117647059,0.3333333333333333,10,6,0,0.625
Packers,527,340,64.5,6.6,3498,20,15,84.3,171,32.4,43,268,1992,420,1555,3.7,7,101,24.0,17,10.3,20,5,990,0.4252336448598131,0.5454545454545454,9,7,0,0.5625
Lions,406,231,56.9,7.8,3150,16,21,73.4,133,32.8,59,354,1992,378,1644,4.3,9,83,22.0,16,13.6,16,3,843,0.34285714285714286,0.42857142857142855,5,11,0,0.3125
Broncos,473,258,54.5,7.0,3312,16,29,62.4,135,28.5,52,382,1992,403,1500,3.7,11,84,20.8,7,12.8,16,4,928,0.32211538461538464,0.45454545454545453,8,8,0,0.5
Cowboys,491,314,64.0,7.3,3597,23,15,88.8,183,37.3,23,112,1992,500,2121,4.2,20,119,23.8,5,11.5,23,4,1014,0.4182692307692308,0.6666666666666666,13,3,0,0.8125
Browns,398,238,59.8,7.8,3102,18,16,82.7,141,35.4,34,217,1992,451,1607,3.6,7,85,18.8,4,13.0,18,5,883,0.34183673469387754,0.5294117647058824,7,9,0,0.4375
Bengals,435,227,52.2,5.3,2284,16,17,63.4,114,26.2,45,341,1992,454,1976,4.4,11,112,24.7,14,10.1,16,3,934,0.32195121951219513,0.56,5,11,0,0.3125
Bears,479,266,55.5,7.0,3334,17,24,68.3,157,32.8,45,264,1992,427,1871,4.4,15,101,23.7,12,12.5,17,1,951,0.36363636363636365,0.3125,5,11,0,0.3125
Bills,509,293,57.6,7.2,3678,23,21,78.0,192,37.7,29,221,1992,549,2436,4.4,18,133,24.2,12,12.6,23,9,1087,0.39603960396039606,0.4,11,5,0,0.6875
Falcons,548,336,61.3,7.1,3892,33,15,91.4,194,35.4,40,259,1992,322,1270,3.9,3,67,20.8,8,11.6,33,8,910,0.38421052631578945,0.35714285714285715,6,10,0,0.375
Redskins,533,287,53.8,5.2,2764,11,21,59.0,143,26.8,40,219,1993,396,1728,4.4,11,92,23.2,7,9.6,11,2,969,0.3474178403755869,0.3125,4,12,0,0.25
Buccaneers,508,262,51.6,6.5,3295,19,25,64.1,141,27.8,39,274,1993,402,1290,3.2,6,80,19.9,8,12.6,19,3,949,0.3474178403755869,0.25,5,11,0,0.3125
Seahawks,498,280,56.2,5.8,2896,13,18,66.8,144,28.9,48,242,1993,473,2015,4.3,13,114,24.1,13,10.3,13,3,1019,0.35714285714285715,0.42857142857142855,6,10,0,0.375
49ers,524,354,67.6,8.5,4480,29,17,98.9,212,40.5,35,178,1993,463,2133,4.6,26,134,28.9,12,12.7,29,7,1022,0.478494623655914,0.625,10,6,0,0.625
Chargers,563,301,53.5,6.0,3383,18,14,72.0,171,30.4,32,240,1993,455,1824,4.0,14,120,26.4,5,11.2,18,0,1050,0.39732142857142855,0.4,8,8,0,0.5
Steelers,540,299,55.4,6.7,3606,16,12,76.7,180,33.3,48,374,1993,491,2003,4.1,13,116,23.6,12,12.1,16,6,1079,0.39148936170212767,0.5,9,7,0,0.5625
Cardinals,522,310,59.4,7.0,3635,21,20,78.0,173,33.1,33,231,1993,452,1809,4.0,12,107,23.7,10,11.7,21,2,1007,0.46153846153846156,0.5,7,9,0,0.4375
Eagles,556,328,59.0,6.2,3463,23,13,81.2,184,33.1,42,302,1993,456,1761,3.9,7,104,22.8,8,10.6,23,8,1054,0.4107142857142857,0.4375,8,8,0,0.5
Jets,489,294,60.1,7.1,3492,16,12,82.6,173,35.4,21,160,1993,521,1880,3.6,14,106,20.3,12,11.9,16,9,1031,0.41818181818181815,0.47619047619047616,8,8,0,0.5
Giants,424,257,60.6,7.5,3180,17,9,88.4,153,36.1,40,245,1993,560,2210,3.9,11,127,22.7,8,12.4,17,4,1024,0.4072398190045249,0.45454545454545453,11,5,0,0.6875
Saints,481,274,57.0,6.6,3183,18,21,71.4,158,32.8,40,242,1993,414,1766,4.3,10,94,22.7,6,11.6,18,5,935,0.35467980295566504,0.6363636363636364,8,8,0,0.5
Patriots,566,289,51.1,6.0,3412,17,24,62.1,169,29.9,23,127,1993,502,1780,3.5,9,116,23.1,12,11.8,17,5,1091,0.3881856540084388,0.48148148148148145,5,11,0,0.3125
Vikings,526,315,59.9,6.4,3381,18,14,79.1,182,34.6,35,181,1993,447,1624,3.6,8,85,19.0,6,10.7,18,4,1008,0.33962264150943394,0.5714285714285714,9,7,0,0.5625
Dolphins,581,342,58.9,7.9,4564,27,18,86.4,207,35.6,30,211,1993,419,1459,3.5,10,85,20.3,8,13.3,27,12,1030,0.45871559633027525,0.47058823529411764,9,7,0,0.5625
Raiders,495,281,56.8,7.8,3882,17,14,81.7,168,33.9,50,293,1993,433,1425,3.3,10,95,21.9,10,13.8,17,4,978,0.36633663366336633,0.125,10,6,0,0.625
Rams,473,247,52.2,6.4,3021,16,19,66.8,147,31.1,31,231,1993,449,2014,4.5,8,117,26.1,7,12.2,16,2,953,0.3910891089108911,0.45454545454545453,5,11,0,0.3125
Chiefs,490,287,58.6,6.9,3384,20,10,84.8,180,36.7,35,204,1993,445,1655,3.7,14,94,21.1,13,11.8,20,4,970,0.4039408866995074,0.4444444444444444,11,5,0,0.6875
Colts,594,332,55.9,6.1,3623,10,15,69.2,180,30.3,29,206,1993,365,1288,3.5,4,71,19.5,16,10.9,10,12,988,0.291866028708134,0.4090909090909091,4,12,0,0.25
Oilers,614,357,58.1,6.8,4145,23,25,74.2,208,33.9,43,279,1993,409,1792,4.4,11,101,24.7,16,11.6,23,11,1066,0.44549763033175355,0.25,12,4,0,0.75
Packers,528,322,61.0,6.3,3330,19,24,72.2,166,31.4,30,199,1993,448,1619,3.6,14,98,21.9,9,10.3,19,1,1006,0.37155963302752293,0.5625,9,7,0,0.5625
Lions,435,264,60.7,6.8,2943,15,19,74.1,139,32.0,46,229,1993,456,1944,4.3,9,101,22.1,11,11.1,15,5,937,0.3459715639810427,0.4166666666666667,10,6,0,0.625
Broncos,553,350,63.3,7.3,4061,27,10,94.2,187,33.8,39,293,1993,468,1693,3.6,13,105,22.4,9,11.6,27,6,1060,0.43555555555555553,0.18181818181818182,9,7,0,0.5625
Cowboys,475,317,66.7,7.6,3617,18,6,96.8,172,36.2,29,163,1993,490,2161,4.4,20,120,24.5,15,11.4,18,4,994,0.41919191919191917,0.5833333333333334,12,4,0,0.75
Browns,478,262,54.8,7.0,3328,23,19,76.2,152,31.8,45,289,1993,425,1701,4.0,8,91,21.4,12,12.7,23,6,948,0.3283582089552239,0.7857142857142857,7,9,0,0.4375
Bengals,510,272,53.3,5.5,2830,11,11,67.9,133,26.1,53,289,1993,423,1511,3.6,3,89,21.0,7,10.4,11,3,986,0.3448275862068966,0.38461538461538464,3,13,0,0.1875
Bears,388,230,59.3,5.9,2270,7,16,64.7,113,29.1,48,230,1993,477,1677,3.5,10,98,20.5,10,9.9,7,3,913,0.3459715639810427,0.2857142857142857,7,9,0,0.4375
Bills,497,304,61.2,7.1,3535,20,18,81.0,176,35.4,31,218,1993,550,1943,3.5,12,117,21.3,15,11.6,20,3,1078,0.43555555555555553,0.625,12,4,0,0.75
Falcons,573,334,58.3,6.6,3787,28,25,76.3,185,32.3,40,267,1993,395,1590,4.0,4,91,23.0,8,11.3,28,5,1008,0.3827751196172249,0.5555555555555556,6,10,0,0.375
Redskins,546,271,49.6,6.5,3524,25,27,65.0,166,30.4,21,146,1994,407,1415,3.5,5,79,19.4,8,13.0,25,2,974,0.3588516746411483,0.3076923076923077,3,13,0,0.1875
Buccaneers,491,271,55.2,7.0,3436,17,16,75.2,149,30.3,30,171,1994,430,1489,3.5,8,104,24.2,7,12.7,17,2,951,0.36683417085427134,0.4,6,10,0,0.375
Seahawks,498,253,50.8,5.6,2809,13,9,69.1,143,28.7,40,241,1994,480,2084,4.3,16,114,23.8,16,11.1,13,5,1018,0.37872340425531914,0.5263157894736842,6,10,0,0.375
49ers,511,359,70.3,8.5,4362,37,11,111.4,210,41.1,35,199,1994,491,1897,3.9,23,122,24.8,13,12.2,37,3,1037,0.51,0.6111111111111112,13,3,0,0.8125
Chargers,522,305,58.4,6.9,3619,20,14,81.3,181,34.7,29,251,1994,482,1852,3.8,13,102,21.2,12,11.9,20,0,1033,0.39461883408071746,0.5882352941176471,11,5,0,0.6875
Steelers,463,266,57.5,7.0,3247,17,9,83.3,148,32.0,39,283,1994,546,2180,4.0,15,138,25.3,4,12.2,17,3,1048,0.39035087719298245,0.4,12,4,0,0.75
Cardinals,538,287,53.3,6.1,3284,11,19,64.1,169,31.4,34,237,1994,480,1560,3.3,12,90,18.8,14,11.4,11,4,1052,0.32894736842105265,0.35714285714285715,8,8,0,0.5
Eagles,566,316,55.8,6.6,3736,18,14,76.4,168,29.7,48,372,1994,432,1761,4.1,14,103,23.8,12,11.8,18,2,1046,0.4156378600823045,0.35294117647058826,7,9,0,0.4375
Jets,539,310,57.5,6.2,3323,18,18,72.9,164,30.4,28,186,1994,416,1566,3.8,8,90,21.6,11,10.7,18,1,983,0.3470319634703196,0.4444444444444444,6,10,0,0.375
Giants,405,226,55.8,7.0,2847,16,18,72.5,136,33.6,46,285,1994,525,1754,3.3,12,103,19.6,11,12.6,16,0,976,0.34545454545454546,0.5,9,7,0,0.5625
Saints,569,366,64.3,7.1,4027,22,18,84.9,203,35.7,24,181,1994,373,1336,3.6,11,78,20.9,10,11.0,22,1,966,0.35678391959798994,0.5,7,9,0,0.4375
Patriots,699,405,57.9,6.6,4583,25,27,73.5,243,34.8,22,139,1994,478,1332,2.8,12,83,17.4,11,11.3,25,4,1199,0.41245136186770426,0.5142857142857142,10,6,0,0.625
Vikings,673,409,60.8,6.8,4570,18,20,77.6,215,31.9,31,246,1994,419,1524,3.6,11,92,22.0,9,11.2,18,10,1123,0.4107883817427386,0.4375,10,6,0,0.625
Dolphins,627,392,62.5,7.2,4533,31,18,88.8,220,35.1,18,113,1994,433,1658,3.8,13,109,25.2,12,11.6,31,4,1078,0.4611872146118721,0.68,10,6,0,0.625
Raiders,488,281,57.6,7.3,3556,22,16,81.8,158,32.4,50,289,1994,428,1512,3.5,7,87,20.3,8,12.7,22,3,966,0.3942307692307692,0.25,9,7,0,0.5625
Rams,512,291,56.8,7.0,3597,23,18,79.0,163,31.8,35,239,1994,397,1389,3.5,6,80,20.2,11,12.4,23,2,944,0.39215686274509803,0.42857142857142855,4,12,0,0.25
Chiefs,615,366,59.5,6.7,4092,20,14,80.8,211,34.3,19,132,1994,464,1732,3.7,12,97,20.9,9,11.2,20,5,1098,0.3949579831932773,0.5217391304347826,9,7,0,0.5625
Colts,376,217,57.7,6.7,2519,15,14,75.9,126,33.5,28,166,1994,495,2060,4.2,15,108,21.8,11,11.6,15,4,899,0.35353535353535354,0.7058823529411765,8,8,0,0.5
Oilers,554,274,49.5,5.8,3216,13,17,62.5,158,28.5,65,417,1994,417,1682,4.0,10,97,23.3,13,11.7,13,3,1036,0.3482142857142857,0.5,2,14,0,0.125
Packers,609,375,61.6,6.5,3977,33,14,89.1,205,33.7,33,204,1994,417,1543,3.7,11,88,21.1,4,10.6,33,3,1059,0.4311111111111111,0.42857142857142855,9,7,0,0.5625
Lions,459,250,54.5,6.7,3085,24,14,80.2,164,35.7,26,163,1994,406,2080,5.1,12,94,23.2,4,12.3,24,5,891,0.39893617021276595,0.4166666666666667,9,7,0,0.5625
Broncos,626,388,62.0,7.0,4383,18,13,83.8,202,32.3,55,366,1994,431,1470,3.4,19,101,23.4,8,11.3,18,5,1112,0.37662337662337664,0.4117647058823529,7,9,0,0.4375
Cowboys,448,282,62.9,7.7,3461,19,14,87.8,160,35.7,20,93,1994,550,1953,3.6,26,136,24.7,7,12.3,19,4,1018,0.4449760765550239,0.8571428571428571,12,4,0,0.75
Browns,507,266,52.5,6.4,3269,20,21,68.6,161,31.8,14,94,1994,449,1657,3.7,12,80,17.8,9,12.3,20,6,970,0.3382352941176471,0.3333333333333333,11,5,0,0.6875
Bengals,542,289,53.3,6.5,3541,21,19,72.0,158,29.2,44,305,1994,404,1556,3.9,5,84,20.8,15,12.3,21,1,990,0.30985915492957744,0.5454545454545454,3,13,0,0.1875
Bears,502,308,61.4,6.4,3230,19,16,79.4,165,32.9,25,139,1994,487,1588,3.3,10,88,18.1,10,10.5,19,2,1014,0.41810344827586204,0.5625,9,7,0,0.5625
Bills,542,342,63.1,6.9,3714,23,21,81.2,181,33.4,41,301,1994,483,1831,3.8,14,107,22.2,7,10.9,23,4,1066,0.43243243243243246,0.3125,7,9,0,0.4375
Falcons,629,374,59.5,6.9,4344,25,25,77.1,218,34.7,37,232,1994,330,1249,3.8,8,63,19.1,15,11.6,25,2,996,0.37254901960784315,0.4444444444444444,7,9,0,0.4375
Redskins,521,265,50.9,6.7,3496,16,20,66.7,169,32.4,36,268,1995,469,1956,4.2,15,105,22.4,11,13.2,16,4,1026,0.4043478260869565,0.5882352941176471,6,10,0,0.375
Buccaneers,507,267,52.7,6.6,3341,5,20,60.3,159,31.4,56,386,1995,398,1587,4.0,19,101,25.4,4,12.5,5,4,961,0.3487179487179487,0.5384615384615384,7,9,0,0.4375
Seahawks,511,273,53.4,6.6,3359,19,23,67.6,171,33.5,45,267,1995,477,2178,4.6,20,121,25.4,10,12.3,19,4,1033,0.3778801843317972,0.6923076923076923,8,8,0,0.5
49ers,644,432,67.1,7.4,4779,29,16,93.6,231,35.9,33,171,1995,415,1479,3.6,19,109,26.3,6,11.1,29,9,1092,0.48878923766816146,0.6111111111111112,11,5,0,0.6875
Chargers,540,318,58.9,6.9,3706,17,18,76.4,185,34.3,32,240,1995,479,1747,3.6,14,108,22.5,9,11.7,17,4,1051,0.42792792792792794,0.5714285714285714,9,7,0,0.5625
Steelers,592,348,58.8,6.9,4093,21,21,76.9,193,32.6,24,176,1995,494,1852,3.7,17,117,23.7,12,11.8,21,6,1110,0.4217391304347826,0.55,11,5,0,0.6875
Cardinals,560,327,58.4,7.0,3893,17,24,72.0,184,32.9,55,390,1995,387,1363,3.5,3,65,16.8,21,11.9,17,2,1002,0.3463414634146341,0.15384615384615385,4,12,0,0.25
Eagles,496,284,57.3,5.9,2931,11,19,65.9,145,29.2,46,245,1995,508,2121,4.2,19,126,24.8,11,10.3,11,7,1050,0.38197424892703863,0.5882352941176471,10,6,0,0.625
Jets,589,330,56.0,5.3,3129,20,24,65.2,159,27.0,47,341,1995,365,1279,3.5,2,78,21.4,14,9.5,20,5,1001,0.2914798206278027,0.45454545454545453,3,13,0,0.1875
Giants,479,260,54.3,6.0,2863,11,13,68.6,150,31.3,46,213,1995,478,1833,3.8,17,113,23.6,10,11.0,11,3,1003,0.40669856459330145,0.5,5,11,0,0.3125
Saints,573,349,60.9,7.0,4002,26,14,86.9,202,35.3,28,214,1995,383,1390,3.6,11,75,19.6,6,11.5,26,5,984,0.4232558139534884,0.45454545454545453,7,9,0,0.4375
Patriots,686,351,51.2,5.5,3789,14,16,64.8,207,30.2,27,198,1995,474,1866,3.9,16,106,22.4,9,10.8,14,6,1187,0.38076923076923075,0.4358974358974359,6,10,0,0.375
Vikings,642,402,62.6,7.0,4500,33,16,90.2,223,34.7,40,295,1995,433,1733,4.0,10,91,21.0,13,11.2,33,4,1115,0.4769874476987448,0.36363636363636365,8,8,0,0.5
Dolphins,592,384,64.9,7.4,4398,28,20,88.8,225,38.0,29,188,1995,413,1506,3.6,16,98,23.7,10,11.5,28,3,1034,0.45933014354066987,0.7692307692307693,9,7,0,0.5625
Raiders,543,317,58.4,7.0,3787,25,21,79.0,189,34.8,36,214,1995,463,1932,4.2,10,104,22.5,10,11.9,25,4,1042,0.39906103286384975,0.5,8,8,0,0.5
Rams,632,366,57.9,6.5,4113,27,23,76.5,199,31.5,43,308,1995,392,1431,3.7,5,77,19.6,8,11.2,27,8,1067,0.36401673640167365,0.5769230769230769,7,9,0,0.4375
Chiefs,531,300,56.5,6.0,3178,21,10,79.4,164,30.9,21,158,1995,507,2222,4.4,14,113,22.3,6,10.6,21,1,1059,0.354978354978355,0.6818181818181818,13,3,0,0.8125
Jaguars,495,275,55.6,6.4,3144,19,15,75.0,154,31.1,57,354,1995,410,1705,4.2,9,100,24.4,8,11.4,19,2,962,0.36097560975609755,0.4,4,12,0,0.25
Colts,434,270,62.2,7.8,3373,20,11,91.1,147,33.9,49,309,1995,478,1855,3.9,14,110,23.0,12,12.5,20,2,961,0.3902439024390244,0.631578947368421,9,7,0,0.5625
Oilers,536,314,58.6,6.6,3512,22,18,77.9,157,29.3,32,271,1995,478,1664,3.5,12,109,22.8,15,11.2,22,5,1046,0.4342105263157895,0.5833333333333334,7,9,0,0.4375
Packers,593,372,62.7,7.7,4539,39,15,97.6,235,39.6,33,217,1995,410,1428,3.5,9,84,20.5,3,12.2,39,1,1036,0.4909090909090909,0.625,11,5,0,0.6875
Lions,605,362,59.8,7.5,4510,33,12,92.9,230,38.0,32,150,1995,387,1753,4.5,16,91,23.5,4,12.5,33,4,1024,0.4567307692307692,0.6153846153846154,10,6,0,0.625
Broncos,594,350,58.9,7.2,4260,27,14,86.4,205,34.5,26,215,1995,440,1995,4.5,14,114,25.9,13,12.2,27,6,1060,0.42995169082125606,0.4444444444444444,8,8,0,0.5
Cowboys,494,322,65.2,7.6,3741,18,10,91.7,195,39.5,18,118,1995,495,2201,4.4,29,141,28.5,16,11.6,18,2,1007,0.44623655913978494,0.6153846153846154,12,4,0,0.75
Browns,555,324,58.4,6.8,3772,21,20,76.6,189,34.1,32,178,1995,398,1482,3.7,5,83,20.9,11,11.6,21,6,985,0.4028436018957346,0.47619047619047616,5,11,0,0.3125
Bengals,586,334,57.0,6.7,3915,29,18,81.1,184,31.4,25,162,1995,364,1439,4.0,7,76,20.9,9,11.7,29,4,975,0.35121951219512193,0.5263157894736842,7,9,0,0.4375
Bears,523,315,60.2,7.3,3838,29,10,93.4,201,38.4,15,95,1995,492,1930,3.9,15,116,23.6,16,12.2,29,1,1030,0.4251207729468599,0.6842105263157895,9,7,0,0.5625
Panthers,537,263,49.0,6.2,3304,16,25,59.1,157,29.2,38,258,1995,454,1573,3.5,10,74,16.3,14,12.6,16,4,1029,0.38114754098360654,0.4444444444444444,7,9,0,0.4375
Bills,506,279,55.1,6.6,3348,24,14,79.9,142,28.1,32,224,1995,521,1993,3.8,10,130,25.0,9,12.0,24,3,1059,0.31555555555555553,0.5384615384615384,10,6,0,0.625
Falcons,603,364,60.4,7.4,4456,26,12,89.3,216,35.8,43,270,1995,337,1393,4.1,8,85,25.2,6,12.2,26,4,983,0.40404040404040403,0.5384615384615384,9,7,0,0.5625
Redskins,471,270,57.3,7.3,3453,12,11,79.2,174,36.9,22,134,1996,467,1910,4.1,27,106,22.7,10,12.8,12,2,960,0.3793103448275862,0.7777777777777778,9,7,0,0.5625
Buccaneers,494,274,55.5,6.0,2944,12,20,64.4,152,30.8,30,217,1996,472,1589,3.4,8,90,19.1,12,10.7,12,4,996,0.39555555555555555,0.375,6,10,0,0.375
Seahawks,494,261,52.8,6.5,3216,14,17,68.3,147,29.8,38,189,1996,442,1997,4.5,16,94,21.3,11,12.3,14,5,974,0.3018867924528302,0.4117647058823529,7,9,0,0.4375
49ers,550,358,65.1,7.0,3859,24,16,88.0,188,34.2,42,200,1996,454,1847,4.1,17,108,23.8,6,10.8,24,4,1046,0.35185185185185186,0.631578947368421,12,4,0,0.75
Chargers,577,314,54.4,6.3,3654,23,21,71.9,168,29.1,33,296,1996,412,1312,3.2,7,80,19.4,11,11.6,23,5,1022,0.3391304347826087,0.5625,8,8,0,0.5
Steelers,456,246,53.9,6.6,2990,15,19,68.0,146,32.0,21,149,1996,525,2299,4.4,18,138,26.3,11,12.2,15,3,1002,0.40384615384615385,0.4,10,6,0,0.625
Cardinals,613,336,54.8,6.4,3917,23,21,72.6,214,34.9,36,229,1996,401,1502,3.7,8,70,17.5,10,11.7,23,4,1050,0.4166666666666667,0.6470588235294118,7,9,0,0.4375
Eagles,548,328,59.9,7.3,3979,19,18,80.1,196,35.8,39,234,1996,489,1882,3.8,16,107,21.9,10,12.1,19,2,1076,0.3789954337899543,0.4,10,6,0,0.625
Jets,629,339,53.9,6.2,3911,22,30,64.7,191,30.4,41,286,1996,407,1583,3.9,8,94,23.1,13,11.5,22,4,1077,0.40948275862068967,0.4090909090909091,1,15,0,0.0625
Giants,459,238,51.9,5.8,2663,14,21,60.6,145,31.6,56,324,1996,485,1603,3.3,4,82,16.9,12,11.2,14,3,1000,0.2772727272727273,0.45,6,10,0,0.375
Saints,515,295,57.3,6.0,3069,13,17,69.3,135,26.2,22,171,1996,386,1308,3.4,10,77,19.9,15,10.4,13,5,923,0.3140096618357488,0.3157894736842105,3,13,0,0.1875
Patriots,628,374,59.6,6.5,4091,27,15,83.2,206,32.8,30,190,1996,427,1468,3.4,15,103,24.1,5,10.9,27,6,1085,0.3684210526315789,0.5588235294117647,11,5,0,0.6875
Vikings,561,331,59.0,7.0,3899,24,19,80.4,186,33.2,34,241,1996,435,1546,3.6,7,75,17.2,9,11.8,24,3,1030,0.42083333333333334,0.6,9,7,0,0.5625
Dolphins,504,300,59.5,7.5,3783,22,11,88.4,173,34.3,36,240,1996,460,1622,3.5,14,92,20.0,12,12.6,22,8,1000,0.40271493212669685,0.42105263157894735,8,8,0,0.5
Raiders,533,311,58.3,6.2,3327,28,19,79.4,172,32.3,45,249,1996,456,2174,4.8,7,98,21.5,11,10.7,28,3,1034,0.40625,0.6428571428571429,7,9,0,0.4375
Rams,481,249,51.8,6.5,3144,18,23,65.0,141,29.3,57,379,1996,448,1607,3.6,10,93,20.8,18,12.6,18,3,986,0.375,0.47368421052631576,6,10,0,0.375
Chiefs,530,290,54.7,5.8,3093,18,14,72.3,168,31.7,27,203,1996,488,2009,4.1,15,111,22.7,3,10.7,18,4,1045,0.34841628959276016,0.47058823529411764,9,7,0,0.5625
Jaguars,557,353,63.4,7.8,4367,19,20,84.0,208,37.3,50,257,1996,431,1650,3.8,13,90,20.9,12,12.4,19,3,1038,0.4182692307692308,0.625,9,7,0,0.5625
Colts,537,311,57.9,6.6,3544,16,11,79.2,172,32.0,43,248,1996,420,1448,3.4,9,89,21.2,10,11.4,16,4,1000,0.3767441860465116,0.4166666666666667,9,7,0,0.5625
Oilers,463,272,58.7,7.1,3296,22,15,83.0,157,33.9,34,198,1996,475,1950,4.1,12,110,23.2,8,12.1,22,3,972,0.38349514563106796,0.6363636363636364,8,8,0,0.5
Packers,548,328,59.9,7.2,3938,39,13,95.7,197,35.9,40,241,1996,465,1838,4.0,9,118,25.4,11,12.0,39,7,1053,0.4429223744292237,0.45454545454545453,13,3,0,0.8125
Lions,541,309,57.1,6.4,3463,20,21,72.5,180,33.3,46,260,1996,389,1810,4.7,15,105,27.0,9,11.2,20,1,976,0.38421052631578945,0.45,5,11,0,0.3125
Broncos,536,327,61.0,6.8,3662,26,17,84.3,180,33.6,31,233,1996,525,2362,4.5,20,134,25.5,11,11.2,26,1,1092,0.4890829694323144,0.5454545454545454,13,3,0,0.8125
Cowboys,487,307,63.0,6.7,3249,12,14,78.6,163,33.5,19,127,1996,475,1641,3.5,14,105,22.1,6,10.6,12,9,981,0.41784037558685444,0.5,10,6,0,0.625
Bengals,563,316,56.1,6.6,3726,25,16,79.4,190,33.7,47,294,1996,478,1793,3.8,14,114,23.8,6,11.8,25,0,1088,0.4322033898305085,0.4166666666666667,8,8,0,0.5
Bears,551,318,57.7,6.1,3350,19,18,73.4,176,31.9,23,165,1996,472,1720,3.6,9,104,22.0,13,10.5,19,7,1046,0.33766233766233766,0.7142857142857143,7,9,0,0.4375
Panthers,487,273,56.1,6.8,3333,22,11,83.0,160,32.9,36,250,1996,502,1729,3.4,9,93,18.5,7,12.2,22,1,1025,0.37168141592920356,0.46153846153846156,12,4,0,0.75
Bills,483,279,57.8,7.4,3558,18,24,72.6,149,30.8,48,340,1996,563,1901,3.4,14,128,22.7,7,12.8,18,3,1094,0.3487394957983193,0.6428571428571429,10,6,0,0.625
Ravens,570,335,58.8,7.5,4274,34,20,87.6,208,36.5,38,296,1996,416,1745,4.2,10,108,26.0,5,12.8,34,0,1024,0.43781094527363185,0.4,4,12,0,0.25
