Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,Sck,SckY,Year,Att_Rush,Rush Yds,YPC,Rush_TD,Rush 1st,Rush 1st%,Rush FUM,Yds/Rec,Rec_TD,Rec FUM,Scrm Plys,3rd_Conv%,4th Conv%,W,L,T,Win pct
Bengals,477,286,60.0,6.6,3134,21,13,82.7,159,33.3,29,244,2009,505,2056,4.1,9,109,21.6,8,11.0,21,7,1011,0.40611353711790393,0.7142857142857143,10,6,0,0.625
Bears,563,340,60.4,6.5,3677,27,27,75.6,170,30.2,35,204,2009,373,1492,4.0,6,71,19.0,10,10.8,27,3,971,0.37327188940092165,0.3888888888888889,7,9,0,0.4375
Panthers,465,264,56.8,6.6,3070,16,20,70.5,152,32.7,33,271,2009,525,2498,4.8,18,123,23.4,11,11.6,16,3,1023,0.37272727272727274,0.45,8,8,0,0.5
Bills,441,256,58.0,6.3,2789,17,19,71.7,126,28.6,46,274,2009,424,1867,4.4,6,81,19.1,6,10.9,17,5,911,0.25757575757575757,0.4666666666666667,6,10,0,0.375
Ravens,510,321,62.9,7.1,3637,21,13,87.4,187,36.7,36,218,2009,468,2200,4.7,22,115,24.6,6,11.3,21,2,1014,0.4158878504672897,0.46153846153846156,9,7,0,0.5625
Falcons,570,332,58.2,6.5,3697,26,17,80.4,192,33.7,27,126,2009,451,1876,4.2,15,105,23.3,5,11.1,26,3,1048,0.4212962962962963,0.6956521739130435,9,7,0,0.5625
Redskins,605,349,57.7,7.0,4261,21,19,78.0,194,32.1,46,348,2010,351,1461,4.2,9,72,20.5,6,12.2,21,8,1002,0.2932692307692308,0.5,6,10,0,0.375
Buccaneers,494,306,61.9,7.2,3564,26,6,96.2,172,34.8,30,203,2010,431,2001,4.6,9,97,22.5,7,11.6,26,6,955,0.4218009478672986,0.7142857142857143,10,6,0,0.625
Seahawks,544,324,59.6,6.5,3536,14,20,72.1,159,29.2,35,195,2010,385,1424,3.7,13,81,21.0,3,10.9,14,3,964,0.35514018691588783,0.35294117647058826,7,9,0,0.4375
49ers,500,282,56.4,7.2,3613,19,15,79.4,149,29.8,44,257,2010,401,1657,4.1,10,85,21.2,6,12.8,19,3,945,0.3192488262910798,0.5,6,10,0,0.375
Chargers,544,359,66.0,8.7,4746,30,13,101.9,236,43.4,38,227,2010,457,1810,4.0,18,94,20.6,13,13.2,30,5,1039,0.44878048780487806,0.38461538461538464,9,7,0,0.5625
Steelers,479,298,62.2,8.1,3890,22,9,95.2,175,36.5,43,289,2010,471,1924,4.1,15,106,22.5,9,13.1,22,3,993,0.43119266055045874,0.4,12,4,0,0.75
Cardinals,561,285,50.8,5.8,3264,10,19,60.5,154,27.5,50,343,2010,320,1388,4.3,9,67,20.9,7,11.5,10,4,931,0.27751196172248804,0.3888888888888889,5,11,0,0.3125
Eagles,561,348,62.0,7.5,4215,28,13,92.1,189,33.7,49,309,2010,428,2324,5.4,18,116,27.1,7,12.1,28,6,1038,0.397196261682243,0.6923076923076923,10,6,0,0.625
Jets,525,288,54.9,6.5,3420,20,14,76.5,171,32.6,28,178,2010,534,2374,4.4,14,118,22.1,11,11.9,20,3,1087,0.39574468085106385,0.35714285714285715,11,5,0,0.6875
Giants,539,339,62.9,7.4,4002,31,25,85.3,192,35.6,16,117,2010,480,2200,4.6,17,112,23.3,12,11.8,31,3,1035,0.3592233009708738,0.2727272727272727,10,6,0,0.625
Saints,661,450,68.1,7.0,4636,33,22,90.8,236,35.7,26,195,2010,380,1519,4.0,9,94,24.7,7,10.3,33,2,1067,0.48847926267281105,0.45454545454545453,11,5,0,0.6875
Patriots,507,331,65.3,7.9,4022,37,5,109.8,196,38.7,25,175,2010,454,1973,4.3,19,119,26.2,2,12.2,37,2,986,0.48223350253807107,0.5,14,2,0,0.875
Vikings,505,305,60.4,6.6,3327,14,26,67.7,159,31.5,36,230,2010,441,1942,4.4,16,104,23.6,7,10.9,14,3,982,0.3463414634146341,0.47058823529411764,6,10,0,0.375
Dolphins,557,335,60.1,6.7,3755,17,21,74.8,189,33.9,38,228,2010,445,1643,3.7,8,91,20.4,12,11.2,17,3,1040,0.4,0.3,7,9,0,0.4375
Raiders,491,279,56.8,7.1,3471,18,16,77.5,159,32.4,44,291,2010,504,2494,4.9,19,113,22.4,9,12.4,18,4,1039,0.3409090909090909,0.4,8,8,0,0.5
Rams,590,354,60.0,6.0,3512,18,15,76.5,179,30.3,34,244,2010,429,1578,3.7,9,84,19.6,2,9.9,18,2,1053,0.33191489361702126,0.5333333333333333,7,9,0,0.4375
Chiefs,475,274,57.7,6.7,3189,27,8,90.1,167,35.2,32,221,2010,556,2627,4.7,13,129,23.2,7,11.6,27,2,1063,0.3672566371681416,0.43478260869565216,10,6,0,0.625
Jaguars,469,291,62.0,7.2,3356,26,21,83.4,161,34.3,38,291,2010,512,2395,4.7,14,148,28.9,8,11.5,26,3,1019,0.39901477832512317,0.64,8,8,0,0.5
Colts,679,450,66.3,6.9,4700,33,17,91.9,253,37.3,16,91,2010,393,1483,3.8,13,87,22.1,5,10.4,33,3,1088,0.44607843137254904,0.625,10,6,0,0.625
Texans,574,365,63.6,7.6,4370,24,12,92.0,222,38.7,32,226,2010,423,2042,4.8,20,118,27.9,5,12.0,24,3,1029,0.4114583333333333,0.47368421052631576,6,10,0,0.375
Titans,474,273,57.6,6.9,3278,24,15,82.6,155,32.7,27,171,2010,406,1727,4.3,13,73,18.0,7,12.0,24,4,907,0.3480392156862745,0.5714285714285714,6,10,0,0.375
Packers,541,352,65.1,8.0,4355,31,13,98.9,204,37.7,38,231,2010,421,1606,3.8,11,88,20.9,4,12.4,31,9,1000,0.4146341463414634,0.38461538461538464,10,6,0,0.625
Lions,633,383,60.5,6.3,4001,26,16,82.0,199,31.4,27,191,2010,404,1613,4.0,11,83,20.5,6,10.4,26,4,1064,0.40082644628099173,0.625,6,10,0,0.375
Broncos,580,334,57.6,7.4,4307,25,12,86.8,204,35.2,40,269,2010,398,1544,3.9,13,81,20.4,12,12.9,25,5,1018,0.32367149758454106,0.3157894736842105,4,12,0,0.25
Cowboys,576,379,65.8,7.3,4208,29,19,90.4,201,34.9,31,166,2010,428,1786,4.2,10,104,24.3,5,11.1,29,8,1035,0.4075829383886256,0.5909090909090909,6,10,0,0.375
Browns,478,296,61.9,6.7,3203,13,18,75.0,154,32.2,36,214,2010,413,1646,4.0,13,87,21.1,13,10.8,13,4,927,0.3712871287128713,0.7142857142857143,5,11,0,0.3125
Bengals,590,365,61.9,6.8,3988,26,20,82.4,206,34.9,28,221,2010,428,1522,3.6,8,85,19.9,11,10.9,26,4,1046,0.38839285714285715,0.6842105263157895,4,12,0,0.25
Bears,466,276,59.2,7.3,3397,23,21,79.5,163,35.0,56,382,2010,414,1616,3.9,10,76,18.4,1,12.3,23,7,936,0.3282051282051282,0.2857142857142857,11,5,0,0.6875
Panthers,484,256,52.9,5.4,2635,9,21,57.0,125,25.8,50,346,2010,428,1846,4.3,7,78,18.2,16,10.3,9,2,962,0.3039647577092511,0.43478260869565216,2,14,0,0.125
Bills,519,296,57.0,6.5,3371,24,21,75.2,166,32.0,34,213,2010,401,1720,4.3,6,82,20.4,11,11.4,24,8,954,0.3791469194312796,0.4583333333333333,4,12,0,0.25
Ravens,491,308,62.7,7.4,3629,25,10,93.6,175,35.6,40,294,2010,487,1831,3.8,11,97,19.9,6,11.8,25,3,1018,0.3904761904761905,0.4,12,4,0,0.75
Falcons,577,361,62.6,6.5,3725,28,9,90.8,200,34.7,23,158,2010,497,1891,3.8,14,111,22.3,4,10.3,28,3,1097,0.4666666666666667,0.7333333333333333,13,3,0,0.8125
Redskins,591,346,58.5,6.9,4058,19,24,73.3,204,34.5,41,285,2011,400,1614,4.0,8,79,19.8,4,11.7,19,4,1032,0.3698630136986301,0.3076923076923077,5,11,0,0.3125
Buccaneers,588,365,62.1,6.5,3838,17,24,73.6,180,30.6,32,188,2011,346,1458,4.2,9,74,21.4,8,10.5,17,7,966,0.36893203883495146,0.38095238095238093,4,12,0,0.25
Seahawks,509,299,58.7,6.8,3444,15,14,77.6,153,30.1,50,339,2011,444,1756,4.0,15,89,20.0,8,11.5,15,1,1003,0.33771929824561403,0.4666666666666667,7,9,0,0.4375
49ers,451,277,61.4,7.1,3193,18,5,91.4,150,33.3,44,263,2011,498,2044,4.1,14,101,20.3,5,11.5,18,3,993,0.29411764705882354,0.6428571428571429,13,3,0,0.8125
Chargers,582,366,62.9,7.9,4624,27,20,88.7,234,40.2,30,198,2011,436,1864,4.3,16,97,22.2,8,12.6,27,4,1048,0.4881516587677725,0.36363636363636365,8,8,0,0.5
Steelers,539,341,63.3,8.0,4333,21,15,89.7,221,41.0,42,279,2011,434,1903,4.4,13,96,22.1,5,12.7,21,4,1015,0.45918367346938777,0.375,12,4,0,0.75
Cardinals,550,307,55.8,7.2,3954,21,23,73.9,175,31.8,54,387,2011,389,1625,4.2,12,83,21.3,8,12.9,21,4,993,0.32195121951219513,0.6,8,8,0,0.5
Eagles,554,330,59.6,7.7,4276,22,25,78.3,197,35.6,32,166,2011,450,2276,5.1,20,134,29.8,9,13.0,22,3,1036,0.4146341463414634,0.4666666666666667,8,8,0,0.5
Jets,547,310,56.7,6.5,3542,26,18,78.4,173,31.6,40,245,2011,443,1692,3.8,14,92,20.8,8,11.4,26,3,1030,0.3474178403755869,0.36363636363636365,8,8,0,0.5
Giants,589,359,61.0,8.4,4933,29,16,92.9,216,36.7,28,199,2011,411,1427,3.5,17,84,20.4,6,13.7,29,2,1028,0.3737864077669903,0.3076923076923077,9,7,0,0.5625
Saints,662,472,71.3,8.3,5505,46,14,110.5,280,42.3,24,158,2011,431,2127,4.9,16,116,26.9,3,11.7,46,3,1117,0.5673076923076923,0.3,13,3,0,0.8125
Patriots,612,402,65.7,8.6,5257,39,12,105.7,262,42.8,32,173,2011,438,1764,4.0,18,107,24.4,3,13.1,39,1,1082,0.4587628865979381,0.6363636363636364,13,3,0,0.8125
Vikings,510,286,56.1,6.4,3255,20,17,74.6,159,31.2,49,298,2011,448,2318,5.2,18,118,26.3,7,11.4,20,5,1007,0.38425925925925924,0.3888888888888889,3,13,0,0.1875
Dolphins,469,280,59.7,7.3,3425,20,13,84.9,166,35.4,52,334,2011,469,1987,4.2,11,89,19.0,13,12.2,20,3,990,0.3333333333333333,0.375,6,10,0,0.375
Raiders,524,315,60.1,7.9,4119,20,23,79.4,186,35.5,25,157,2011,466,2110,4.5,16,110,23.6,7,13.1,20,4,1015,0.35678391959798994,0.5384615384615384,8,8,0,0.5
Rams,549,292,53.2,5.9,3258,9,10,69.0,159,29.0,55,388,2011,409,1667,4.1,7,79,19.3,6,11.2,9,5,1013,0.2807017543859649,0.34782608695652173,2,14,0,0.125
Chiefs,500,299,59.8,6.6,3288,13,18,73.0,163,32.6,34,208,2011,487,1893,3.9,5,89,18.3,5,11.0,13,3,1021,0.36,0.4117647058823529,7,9,0,0.4375
Jaguars,469,240,51.2,5.4,2510,12,15,62.2,122,26.0,44,331,2011,489,1970,4.0,9,103,21.1,13,10.5,12,3,1002,0.3360995850622407,0.35294117647058826,5,11,0,0.3125
Colts,534,302,56.6,6.0,3223,14,14,72.2,170,31.8,35,228,2011,382,1594,4.2,8,69,18.1,7,10.7,14,3,951,0.34579439252336447,0.36363636363636365,2,14,0,0.125
Texans,467,288,61.7,7.9,3696,20,9,92.7,176,37.7,33,190,2011,546,2448,4.5,18,131,24.0,10,12.8,20,1,1046,0.41517857142857145,0.2727272727272727,10,6,0,0.625
Titans,584,353,60.4,7.0,4113,22,14,84.4,185,31.7,24,190,2011,376,1438,3.8,8,71,18.9,5,11.7,22,5,984,0.3669724770642202,0.7142857142857143,9,7,0,0.5625
Packers,552,376,68.1,9.3,5161,51,8,122.6,230,41.7,41,237,2011,395,1558,3.9,12,89,22.5,4,13.7,51,1,988,0.48148148148148145,0.5,15,1,0,0.9375
Lions,666,423,63.5,7.6,5071,41,16,97.2,244,36.6,36,257,2011,356,1523,4.3,9,71,19.9,6,12.0,41,4,1058,0.3584905660377358,0.5714285714285714,10,6,0,0.625
Broncos,429,217,50.6,6.3,2708,20,13,73.5,130,30.3,42,274,2011,546,2632,4.8,11,129,23.6,11,12.5,20,6,1017,0.308411214953271,0.23076923076923078,8,8,0,0.5
Cowboys,570,376,66.0,7.8,4453,33,12,100.1,219,38.4,39,252,2011,408,1807,4.4,5,91,22.3,8,11.8,33,5,1017,0.3939393939393939,0.5,8,8,0,0.5
Browns,570,320,56.1,5.8,3300,16,13,72.8,173,30.4,39,210,2011,415,1531,3.7,4,77,18.6,10,10.3,16,2,1024,0.3865546218487395,0.5555555555555556,4,12,0,0.25
Bengals,535,308,57.6,6.6,3507,21,14,79.6,160,29.9,25,167,2011,455,1778,3.9,10,93,20.4,7,11.4,21,2,1015,0.365296803652968,0.4,9,7,0,0.5625
Bears,473,268,56.7,7.1,3346,18,20,73.8,153,32.3,49,335,2011,456,2015,4.4,10,97,21.3,7,12.5,18,7,978,0.3251231527093596,0.25,8,8,0,0.5
Panthers,519,312,60.1,7.9,4089,21,17,84.8,175,33.7,35,260,2011,445,2408,5.4,26,139,31.2,3,13.1,21,6,999,0.40540540540540543,0.6,6,10,0,0.375
Bills,578,356,61.6,6.7,3857,24,25,77.0,180,31.1,23,154,2011,391,1921,4.9,12,100,25.6,10,10.8,24,1,992,0.32460732984293195,0.4090909090909091,6,10,0,0.375
Ravens,544,314,57.7,6.7,3629,21,12,81.7,181,33.3,33,206,2011,459,1996,4.3,15,98,21.4,6,11.6,21,1,1036,0.42358078602620086,0.5714285714285714,12,4,0,0.75
Falcons,594,365,61.4,7.3,4365,29,13,91.1,215,36.2,26,173,2011,453,1834,4.0,14,100,22.1,4,12.0,29,2,1073,0.4419642857142857,0.3076923076923077,10,6,0,0.625
Redskins,442,291,65.8,8.3,3666,24,8,102.1,171,38.7,33,244,2012,519,2709,5.2,22,144,27.7,13,12.6,24,4,994,0.35789473684210527,0.7058823529411765,10,6,0,0.625
Buccaneers,566,311,54.9,7.3,4144,27,17,81.8,188,33.2,26,161,2012,416,1837,4.4,13,89,21.4,3,13.3,27,0,1008,0.3584905660377358,0.4117647058823529,7,9,0,0.4375
Seahawks,405,259,64.0,8.0,3234,27,10,100.6,153,37.8,33,203,2012,536,2579,4.8,16,129,24.1,7,12.5,27,3,974,0.4020100502512563,0.6111111111111112,11,5,0,0.6875
49ers,436,289,66.3,8.1,3551,23,8,101.2,172,39.4,41,253,2012,492,2491,5.1,17,128,26.0,11,12.3,23,5,969,0.35051546391752575,0.6666666666666666,11,4,1,0.71875
Chargers,528,338,64.0,6.8,3606,26,15,88.5,184,34.8,49,311,2012,411,1461,3.6,4,81,19.7,5,10.7,26,2,988,0.3778801843317972,0.5454545454545454,7,9,0,0.4375
Steelers,574,354,61.7,7.0,4012,27,14,88.1,202,35.2,37,225,2012,412,1537,3.7,8,80,19.4,8,11.3,27,12,1023,0.41964285714285715,0.46153846153846156,8,8,0,0.5
Cardinals,608,337,55.4,5.6,3383,11,21,63.1,168,27.6,58,378,2012,352,1204,3.4,10,58,16.5,6,10.0,11,2,1018,0.25217391304347825,0.4166666666666667,5,11,0,0.3125
Eagles,618,367,59.4,6.6,4075,18,15,78.6,190,30.7,48,284,2012,413,1874,4.5,10,111,26.9,18,11.1,18,5,1079,0.3738738738738739,0.5833333333333334,4,12,0,0.25
Jets,493,272,55.2,6.4,3178,14,19,68.3,162,32.9,47,287,2012,494,1896,3.8,12,102,20.6,9,11.7,14,7,1034,0.3686635944700461,0.5,6,10,0,0.375
Giants,539,323,59.9,7.4,3967,26,15,87.2,187,34.7,20,142,2012,409,1862,4.6,18,103,25.2,6,12.3,26,0,968,0.40625,0.5,9,7,0,0.5625
Saints,671,423,63.0,7.7,5187,43,19,96.4,267,39.8,26,190,2012,370,1577,4.3,10,64,17.3,0,12.3,43,7,1067,0.4396135265700483,0.5714285714285714,7,9,0,0.4375
Patriots,641,402,62.7,7.6,4844,34,9,97.7,256,39.9,27,182,2012,523,2184,4.2,25,151,28.9,6,12.0,34,5,1191,0.48672566371681414,0.6666666666666666,12,4,0,0.75
Vikings,483,300,62.1,6.1,2935,18,12,81.2,163,33.7,32,184,2012,486,2634,5.4,16,113,23.3,9,9.8,18,3,1001,0.37142857142857144,0.6363636363636364,10,6,0,0.625
Dolphins,504,293,58.1,6.8,3425,13,13,76.7,158,31.3,37,243,2012,440,1802,4.1,15,93,21.1,13,11.7,13,4,981,0.37681159420289856,0.3333333333333333,7,9,0,0.4375
Raiders,629,376,59.8,6.8,4292,24,16,82.4,200,31.8,27,208,2012,376,1420,3.8,4,72,19.1,4,11.4,24,6,1032,0.35,0.25,4,12,0,0.25
Rams,557,332,59.6,6.8,3783,22,14,82.7,189,33.9,35,233,2012,410,1714,4.2,5,79,19.3,5,11.4,22,5,1002,0.32057416267942584,0.5416666666666666,7,8,1,0.46875
Chiefs,475,273,57.5,6.2,2937,8,20,63.8,144,30.3,40,224,2012,500,2395,4.8,9,118,23.6,11,10.8,8,2,1015,0.330188679245283,0.4666666666666667,2,14,0,0.125
Jaguars,586,328,56.0,6.4,3746,20,17,74.7,157,26.8,50,327,2012,358,1369,3.8,5,76,21.2,8,11.4,20,3,994,0.2962962962962963,0.3076923076923077,2,14,0,0.125
Colts,628,339,54.0,7.0,4374,23,18,76.4,208,33.1,41,246,2012,440,1671,3.8,11,110,25.0,5,12.9,23,4,1109,0.4279475982532751,0.875,11,5,0,0.6875
Texans,554,354,63.9,7.3,4046,22,13,89.2,205,37.0,28,216,2012,508,2123,4.2,19,114,22.4,5,11.4,22,0,1090,0.3755656108597285,0.5714285714285714,12,4,0,0.75
Titans,540,318,58.9,6.6,3577,17,16,76.9,166,30.7,39,254,2012,378,1687,4.5,10,70,18.5,6,11.2,17,9,957,0.3824884792626728,0.3333333333333333,6,10,0,0.375
Packers,558,374,67.0,7.8,4342,40,8,108.3,213,38.2,51,293,2012,433,1702,3.9,9,85,19.6,4,11.6,40,2,1042,0.4225352112676056,0.5384615384615384,11,5,0,0.6875
Lions,740,445,60.1,6.9,5139,22,17,81.5,272,36.8,29,212,2012,391,1613,4.1,17,84,21.5,7,11.5,22,7,1160,0.42543859649122806,0.4,4,12,0,0.25
Broncos,588,402,68.4,7.9,4671,37,11,105.3,232,39.5,21,137,2012,481,1832,3.8,12,112,23.3,8,11.6,37,4,1090,0.4507042253521127,0.6,13,3,0,0.8125
Cowboys,658,434,66.0,7.6,4992,29,19,91.3,237,36.0,36,263,2012,355,1265,3.6,8,76,21.4,6,11.5,29,4,1049,0.4386792452830189,0.7272727272727273,8,8,0,0.5
Browns,566,328,58.0,6.5,3668,16,18,73.5,185,32.7,36,233,2012,396,1593,4.0,12,71,17.9,8,11.2,16,5,998,0.3073394495412844,0.4375,5,11,0,0.3125
Bengals,540,335,62.0,7.1,3807,28,16,88.1,173,32.0,46,229,2012,430,1745,4.1,11,95,22.1,4,11.4,28,6,1016,0.34101382488479265,0.6875,10,6,0,0.625
Bears,485,287,59.2,6.8,3298,21,16,80.4,163,33.6,44,299,2012,470,1970,4.2,11,99,21.1,4,11.5,21,3,999,0.365296803652968,0.38461538461538464,10,6,0,0.625
Panthers,490,284,58.0,8.0,3927,19,12,86.5,171,34.9,36,244,2012,462,2088,4.5,21,123,26.6,8,13.8,19,4,988,0.43137254901960786,0.3333333333333333,7,9,0,0.4375
Bills,511,309,60.5,6.7,3430,24,17,82.2,176,34.4,30,161,2012,442,2217,5.0,12,103,23.3,7,11.1,24,7,983,0.3888888888888889,0.625,6,10,0,0.375
Ravens,560,334,59.6,7.1,3996,22,11,86.4,182,32.5,38,257,2012,444,1901,4.3,17,98,22.1,4,12.0,22,0,1042,0.3686635944700461,0.42857142857142855,10,6,0,0.625
Falcons,615,422,68.6,7.7,4719,32,14,99.1,246,40.0,28,210,2012,378,1397,3.7,12,70,18.5,4,11.2,32,3,1021,0.45098039215686275,0.25,13,3,0,0.8125
Redskins,611,355,58.1,6.6,4057,20,19,76.1,198,32.4,43,306,2013,453,2164,4.8,14,112,24.7,11,11.4,20,5,1107,0.40425531914893614,0.3,3,13,0,0.1875
Buccaneers,514,291,56.6,6.2,3181,22,12,79.6,157,30.5,47,361,2013,420,1612,3.8,6,75,17.9,6,10.9,22,1,981,0.31221719457013575,0.36363636363636365,4,12,0,0.25
Seahawks,420,267,63.6,8.4,3508,27,9,102.4,160,38.1,44,272,2013,509,2188,4.3,14,116,22.8,6,13.1,27,4,973,0.37254901960784315,0.5454545454545454,13,3,0,0.8125
49ers,417,244,58.5,7.7,3210,21,8,91.7,148,35.5,39,231,2013,505,2201,4.4,18,115,22.8,7,13.2,21,3,961,0.36492890995260663,0.6363636363636364,12,4,0,0.75
Chargers,544,378,69.5,8.2,4478,32,11,105.5,230,42.3,30,150,2013,486,1965,4.0,9,104,21.4,5,11.8,32,4,1060,0.49029126213592233,0.8333333333333334,9,7,0,0.5625
Steelers,586,377,64.3,7.3,4306,28,14,92.3,207,35.3,43,289,2013,394,1383,3.5,9,81,20.6,6,11.4,28,3,1023,0.37962962962962965,0.6,8,8,0,0.5
Cardinals,574,363,63.2,7.5,4291,24,22,83.9,205,35.7,41,289,2013,422,1540,3.6,12,84,19.9,7,11.8,24,3,1037,0.3523809523809524,0.5555555555555556,10,6,0,0.625
Eagles,508,310,61.0,8.7,4406,32,9,102.7,197,38.8,46,296,2013,500,2566,5.1,19,133,26.6,5,14.2,32,3,1054,0.38967136150234744,0.5,10,6,0,0.625
Jets,480,266,55.4,6.8,3270,13,22,66.6,154,32.1,47,338,2013,493,2158,4.4,12,105,21.3,7,12.3,13,1,1020,0.38961038961038963,0.125,8,8,0,0.5
Giants,567,325,57.3,6.8,3875,18,29,67.6,176,31.0,40,287,2013,381,1332,3.5,11,77,20.2,12,11.9,18,4,988,0.32701421800947866,0.5,7,9,0,0.4375
Saints,651,446,68.5,7.9,5162,39,12,104.5,244,37.5,37,244,2013,391,1473,3.8,10,87,22.3,1,11.6,39,1,1079,0.43891402714932126,0.47368421052631576,11,5,0,0.6875
Patriots,628,380,60.5,6.9,4343,25,11,87.3,225,35.8,40,256,2013,470,2065,4.4,19,110,23.4,10,11.4,25,2,1138,0.3755656108597285,0.4666666666666667,12,4,0,0.75
Vikings,546,325,59.5,6.7,3645,18,19,76.0,173,31.7,44,218,2013,423,2081,4.9,23,106,25.1,9,11.2,18,3,1013,0.3644859813084112,0.5263157894736842,5,10,1,0.34375
Dolphins,594,357,60.1,6.7,3966,24,19,80.1,205,34.5,58,399,2013,349,1440,4.1,8,61,17.5,5,11.1,24,0,1001,0.35023041474654376,0.25,8,8,0,0.5
Raiders,519,298,57.4,7.0,3629,17,20,73.9,168,32.4,44,289,2013,437,2000,4.6,16,90,20.6,7,12.2,17,2,1000,0.34977578475336324,0.5833333333333334,4,12,0,0.25
Rams,506,301,59.5,6.6,3360,22,11,84.8,165,32.6,36,235,2013,426,1752,4.1,10,82,19.2,6,11.2,22,3,968,0.3443396226415094,0.3333333333333333,7,9,0,0.4375
Chiefs,546,333,61.0,6.5,3561,24,8,88.6,179,32.8,41,221,2013,442,2056,4.7,17,110,24.9,8,10.7,24,5,1029,0.3474178403755869,0.36363636363636365,11,5,0,0.6875
Jaguars,592,349,59.0,6.3,3751,16,21,71.8,176,29.7,50,310,2013,378,1260,3.3,7,71,18.8,5,10.7,16,6,1020,0.3111111111111111,0.43333333333333335,4,12,0,0.25
Colts,582,350,60.1,6.8,3952,23,10,86.5,191,32.8,32,227,2013,409,1743,4.3,15,88,21.5,3,11.3,23,2,1023,0.3755868544600939,0.3,11,5,0,0.6875
Texans,633,371,58.6,6.6,4183,19,22,74.0,198,31.3,42,370,2013,414,1743,4.2,7,90,21.7,5,11.3,19,5,1089,0.3593073593073593,0.35294117647058826,2,14,0,0.125
Titans,533,328,61.5,7.0,3710,22,16,83.6,172,32.3,37,214,2013,462,1894,4.1,16,103,22.3,8,11.3,22,4,1032,0.41409691629955947,0.6470588235294118,7,9,0,0.4375
Packers,570,366,64.2,8.0,4538,25,16,91.7,201,35.3,45,270,2013,459,2136,4.7,17,119,25.9,7,12.4,25,3,1074,0.41203703703703703,0.6923076923076923,8,7,1,0.53125
Lions,634,371,58.5,7.3,4650,29,19,84.2,221,34.9,23,168,2013,445,1792,4.0,15,106,23.8,19,12.5,29,4,1102,0.4298642533936652,0.35714285714285715,7,9,0,0.4375
Broncos,675,461,68.3,8.3,5572,55,10,114.4,293,43.4,20,128,2013,461,1873,4.1,16,107,23.2,10,12.1,55,4,1156,0.4634146341463415,0.8888888888888888,13,3,0,0.8125
Cowboys,586,375,64.0,7.2,4226,33,12,95.7,213,36.3,35,272,2013,336,1504,4.5,12,80,23.8,5,11.3,33,8,957,0.35,0.6666666666666666,8,8,0,0.5
Browns,681,379,55.7,6.4,4372,26,20,75.7,200,29.4,49,325,2013,348,1383,4.0,4,77,22.1,2,11.5,26,2,1078,0.350210970464135,0.45161290322580644,4,12,0,0.25
Bengals,587,364,62.0,7.4,4318,33,20,89.0,205,34.9,29,182,2013,481,1755,3.6,14,101,21.0,7,11.9,33,6,1097,0.4088888888888889,0.5714285714285714,11,5,0,0.6875
Bears,579,373,64.4,7.7,4450,32,13,96.9,215,37.1,30,169,2013,404,1828,4.5,13,102,25.2,4,11.9,32,5,1013,0.4213197969543147,0.6153846153846154,8,8,0,0.5
Panthers,473,292,61.7,7.1,3379,24,13,88.8,169,35.7,43,336,2013,483,2026,4.2,14,122,25.3,3,11.6,24,3,999,0.4375,0.7692307692307693,12,4,0,0.75
Bills,522,299,57.3,6.5,3373,16,15,75.0,149,28.5,48,270,2013,546,2307,4.2,15,113,20.7,12,11.3,16,5,1116,0.3401639344262295,0.2857142857142857,6,10,0,0.375
Ravens,619,363,58.6,6.3,3914,19,23,72.0,189,30.5,48,324,2013,423,1328,3.1,7,68,16.1,2,10.8,19,1,1090,0.36363636363636365,0.375,8,8,0,0.5
Falcons,659,445,67.5,6.9,4541,26,17,89.5,227,34.4,44,298,2013,321,1247,3.9,11,64,19.9,1,10.2,26,8,1024,0.42995169082125606,0.42857142857142855,4,12,0,0.25
Redskins,547,364,66.5,8.2,4461,18,18,88.8,186,34.0,58,414,2014,401,1691,4.2,15,88,21.9,9,12.3,18,6,1006,0.3147208121827411,0.25,4,12,0,0.25
Buccaneers,531,301,56.7,6.8,3623,21,20,75.2,162,30.5,52,326,2014,353,1375,3.9,7,72,20.4,5,12.0,21,5,936,0.37438423645320196,0.3333333333333333,2,14,0,0.125
Seahawks,454,287,63.2,7.7,3492,20,7,95.1,160,35.2,42,242,2014,525,2762,5.3,20,144,27.4,9,12.2,20,3,1021,0.42452830188679247,0.2727272727272727,12,4,0,0.75
49ers,487,292,60.0,7.0,3407,20,10,86.3,165,33.9,52,344,2014,470,2176,4.6,10,104,22.1,10,11.7,20,2,1009,0.40375586854460094,0.5555555555555556,8,8,0,0.5
Chargers,574,380,66.2,7.5,4296,31,18,93.4,214,37.3,37,198,2014,398,1367,3.4,6,75,18.8,5,11.3,31,4,1009,0.4511627906976744,0.45454545454545453,9,7,0,0.5625
Steelers,612,411,67.2,8.2,4997,33,10,103.2,243,39.7,33,172,2014,423,1752,4.1,10,98,23.2,7,12.2,33,5,1068,0.44711538461538464,0.5,11,5,0,0.6875
Cardinals,568,320,56.3,7.0,3990,21,12,81.8,191,33.6,28,182,2014,397,1308,3.3,6,67,16.9,4,12.5,21,5,993,0.4017857142857143,0.75,11,5,0,0.6875
Eagles,621,384,61.8,7.4,4581,27,21,84.8,218,35.1,32,225,2014,474,1992,4.2,16,109,23.0,10,11.9,27,5,1127,0.4345991561181435,0.6363636363636364,10,6,0,0.625
