Team,Att,Cmp,Cmp %,Yds/Att,Yds,TD,INT,Rate,1st,1st%,Sck,Year,Att_Rush,Rush Yds,YPC,Rush_TD,Rush 1st,Rush 1st%,Yds/Rec,Rec_TD,Rec FUM,PDef,Scrm Plys,3rd_Conv%,4th Conv%,FF,FR,W,L,T,Win pct
Browns,486,291,59.9,7.1,3152,23,13,86.3,170,35.0,48,1992,429,1605,3.7,5,86,20.0,11.9,23,5,0,963,0.37073170731707317,0.5,0,20,7,9,0,0.4375
Bengals,489,288,58.9,7.4,3326,24,16,84.7,168,34.4,45,1992,490,2007,4.1,15,126,25.7,12.6,24,6,0,1024,0.4583333333333333,0.5555555555555556,0,17,5,11,0,0.3125
Bears,442,261,59.0,7.4,3004,20,14,84.2,144,32.6,43,1992,468,1948,4.2,14,109,23.3,12.6,20,2,0,953,0.3556701030927835,0.45,0,16,5,11,0,0.3125
Bills,520,305,58.7,6.8,3209,19,23,73.2,185,35.6,44,1992,427,1395,3.3,8,77,18.0,11.7,19,3,0,991,0.3853211009174312,0.5,0,12,11,5,0,0.6875
Falcons,439,277,63.1,8.0,3255,24,11,95.6,172,39.2,31,1992,464,2294,4.9,20,109,23.5,12.6,24,4,0,934,0.42857142857142855,0.16666666666666666,0,12,6,10,0,0.375
Redskins,483,291,60.2,7.4,3387,24,17,85.1,157,32.5,31,1993,513,2112,4.1,14,127,24.8,12.3,24,4,0,1027,0.42790697674418604,0.3333333333333333,0,14,4,12,0,0.25
Buccaneers,503,300,59.6,6.7,3252,22,9,86.9,152,30.2,29,1993,479,1994,4.2,15,109,22.8,11.3,22,5,0,1011,0.3794642857142857,0.3125,0,13,5,11,0,0.3125
Seahawks,595,333,56.0,6.5,3653,16,22,69.6,193,32.4,38,1993,452,1660,3.7,12,106,23.5,11.7,16,4,0,1085,0.39737991266375544,0.46153846153846156,0,15,6,10,0,0.375
49ers,564,314,55.7,6.2,3197,23,19,74.0,171,30.3,44,1993,404,1800,4.5,6,109,27.0,11.2,23,4,0,1012,0.40654205607476634,0.45,0,11,10,6,0,0.625
Chargers,556,329,59.2,7.1,3752,17,22,74.8,192,34.5,32,1993,414,1314,3.2,10,86,20.8,12.0,17,4,0,1002,0.3952380952380952,0.5,0,12,8,8,0,0.5
Steelers,521,277,53.2,6.6,3163,16,24,64.9,163,31.3,42,1993,399,1368,3.4,6,74,18.5,12.4,16,5,0,962,0.3383084577114428,0.4,0,14,9,7,0,0.5625
Cardinals,495,281,56.8,7.1,3306,14,9,80.8,158,31.9,34,1993,433,1861,4.3,13,106,24.5,12.5,14,6,0,962,0.36893203883495146,0.2,0,17,7,9,0,0.4375
Eagles,463,251,54.2,6.8,2939,22,20,73.5,155,33.5,36,1993,467,2080,4.5,11,91,19.5,12.6,22,5,0,966,0.32195121951219513,0.75,0,15,8,8,0,0.5
Jets,497,296,59.6,6.9,3239,15,19,74.6,161,32.4,32,1993,420,1473,3.5,8,93,22.1,11.6,15,8,0,949,0.405,0.47368421052631576,0,18,8,8,0,0.5
Giants,514,298,58.0,6.5,3116,13,18,71.4,161,31.3,41,1993,395,1547,3.9,7,89,22.5,11.3,13,6,0,950,0.34183673469387754,0.5217391304347826,0,10,11,5,0,0.6875
Saints,444,259,58.3,6.6,2606,22,10,85.3,145,32.7,51,1993,513,2090,4.1,7,116,22.6,11.3,22,6,0,1008,0.4052863436123348,0.5625,0,20,8,8,0,0.5
Patriots,474,280,59.1,6.5,2845,20,13,81.1,161,34.0,34,1993,505,1951,3.9,9,97,19.2,11.0,20,4,0,1013,0.4155844155844156,0.38461538461538464,0,9,5,11,0,0.3125
Vikings,478,310,64.9,6.6,2870,11,24,70.3,139,29.1,45,1993,415,1536,3.7,14,98,23.6,10.1,11,4,0,938,0.391304347826087,0.5,0,10,9,7,0,0.5625
Dolphins,572,350,61.2,6.4,3485,26,13,85.6,205,35.8,29,1993,460,1665,3.6,12,103,22.4,10.5,26,6,0,1061,0.4497816593886463,0.3,0,14,9,7,0,0.5625
Raiders,457,258,56.5,6.9,2858,17,14,77.4,154,33.7,45,1993,494,1865,3.8,17,111,22.5,12.2,17,3,0,996,0.3627450980392157,0.5555555555555556,0,9,10,6,0,0.625
Rams,488,299,61.3,7.7,3560,17,11,87.5,179,36.7,35,1993,480,1851,3.9,18,117,24.4,12.6,17,4,0,1003,0.46788990825688076,0.5882352941176471,0,9,5,11,0,0.3125
Chiefs,525,312,59.4,6.4,3151,18,21,73.2,161,30.7,35,1993,453,1620,3.6,11,103,22.7,10.8,18,6,0,1013,0.4095238095238095,0.23076923076923078,0,17,11,5,0,0.6875
Colts,454,270,59.5,7.1,3117,22,10,88.3,166,36.6,21,1993,575,2521,4.4,20,151,26.3,12.0,22,2,0,1050,0.41262135922330095,0.6666666666666666,0,11,4,12,0,0.25
Oilers,582,302,51.9,6.7,3601,16,26,63.9,184,31.6,52,1993,369,1273,3.4,9,73,19.8,13.0,16,10,0,1003,0.3076923076923077,0.5,0,17,12,4,0,0.75
Packers,529,290,54.8,6.1,2900,16,18,68.9,157,29.7,46,1993,424,1582,3.7,6,88,20.8,11.0,16,5,0,999,0.3225806451612903,0.15789473684210525,0,15,9,7,0,0.5625
Lions,514,309,60.1,6.4,3020,19,19,75.6,154,30.0,43,1993,433,1649,3.8,12,108,24.9,10.6,19,5,0,990,0.4088888888888889,0.6363636363636364,0,16,10,6,0,0.625
Broncos,562,314,55.9,7.1,3731,21,18,77.2,181,32.2,46,1993,397,1418,3.6,6,86,21.7,12.6,21,2,0,1005,0.3302325581395349,0.47058823529411764,0,13,9,7,0,0.5625
Cowboys,555,334,60.2,6.0,3116,14,14,75.3,176,31.7,34,1993,423,1651,3.9,7,94,22.2,10.0,14,6,0,1012,0.3972602739726027,0.35294117647058826,0,14,12,4,0,0.75
Browns,541,306,56.6,6.4,3124,19,13,77.6,170,31.4,48,1993,451,1654,3.7,9,94,20.8,11.3,19,5,0,1040,0.38095238095238093,0.46153846153846156,0,9,7,9,0,0.4375
Bengals,457,251,54.9,6.5,2798,20,12,78.4,159,34.8,22,1993,521,2220,4.3,15,134,25.7,11.8,20,4,0,1000,0.4009433962264151,0.6363636363636364,0,14,3,13,0,0.1875
Bears,504,306,60.7,6.2,2818,12,18,71.4,163,32.3,46,1993,476,1835,3.9,9,112,23.5,10.1,12,2,0,1026,0.37383177570093457,0.4,0,12,7,9,0,0.4375
Bills,582,323,55.5,6.7,3633,18,23,70.0,199,34.2,37,1993,500,1921,3.8,7,114,22.8,12.0,18,9,0,1119,0.4553191489361702,0.3333333333333333,0,24,12,4,0,0.75
Falcons,505,308,61.0,7.5,3637,27,13,91.2,180,35.6,27,1993,419,1784,4.3,14,79,18.9,12.3,27,5,0,951,0.365,0.4375,0,11,6,10,0,0.375
Redskins,496,300,60.5,7.7,3634,22,17,84.9,182,36.7,28,1994,556,1975,3.6,24,129,23.2,12.7,22,1,0,1080,0.3901345291479821,0.5,0,6,3,13,0,0.1875
Buccaneers,498,303,60.8,7.0,3372,25,9,91.2,179,35.9,20,1994,468,1964,4.2,13,100,21.4,11.5,25,2,0,986,0.4392523364485981,0.3333333333333333,0,12,6,10,0,0.375
Seahawks,537,313,58.3,6.7,3397,15,19,73.2,178,33.1,29,1994,511,1952,3.8,15,122,23.9,11.5,15,4,0,1077,0.3705357142857143,0.4,0,11,6,10,0,0.375
49ers,583,329,56.4,6.4,3501,15,23,68.1,182,31.2,38,1994,375,1338,3.6,16,82,21.9,11.4,15,3,0,996,0.3936651583710407,0.5789473684210527,0,12,13,3,0,0.8125
Chargers,577,363,62.9,6.8,3658,20,17,82.0,191,33.1,43,1994,385,1404,3.6,11,89,23.1,10.8,20,1,0,1005,0.36666666666666664,0.52,0,15,11,5,0,0.6875
Steelers,532,280,52.6,6.1,2874,12,17,65.6,156,29.3,55,1994,421,1452,3.4,7,76,18.1,11.6,12,5,0,1008,0.32,0.5789473684210527,0,14,12,4,0,0.75
Cardinals,465,234,50.3,7.1,3038,19,23,66.7,144,31.0,35,1994,409,1370,3.3,7,71,17.4,14.1,19,4,0,909,0.27807486631016043,0.4,0,13,8,8,0,0.5
Eagles,490,251,51.2,6.9,3094,20,21,69.1,151,30.8,42,1994,449,1616,3.6,11,94,20.9,13.4,20,0,0,981,0.3644859813084112,0.4444444444444444,0,14,7,9,0,0.4375
Jets,522,333,63.8,7.1,3529,19,17,83.6,189,36.2,29,1994,463,1809,3.9,17,105,22.7,11.2,19,6,0,1014,0.39903846153846156,0.5,0,21,6,10,0,0.375
Giants,500,289,57.8,6.8,3222,16,16,75.8,166,33.2,26,1994,447,1728,3.9,11,92,20.6,11.7,16,3,0,973,0.41148325358851673,0.38461538461538464,0,16,9,7,0,0.5625
Saints,559,353,63.1,7.2,3811,28,17,88.6,208,37.2,36,1994,458,1758,3.8,10,106,23.1,11.4,28,5,0,1053,0.43333333333333335,0.5789473684210527,0,14,7,9,0,0.4375
Patriots,545,298,54.7,6.9,3447,21,22,72.2,173,31.7,39,1994,422,1760,4.2,11,86,20.4,12.5,21,5,0,1006,0.33488372093023255,0.375,0,18,10,6,0,0.625
Vikings,597,368,61.6,6.5,3652,25,18,82.1,195,32.7,36,1994,355,1090,3.1,9,65,18.3,10.6,25,0,0,988,0.3627906976744186,0.4666666666666667,0,16,10,6,0,0.625
Dolphins,577,334,57.9,6.9,3794,23,23,75.6,195,33.8,29,1994,394,1430,3.6,14,85,21.6,11.8,23,2,0,1000,0.38578680203045684,0.36363636363636365,0,9,10,6,0,0.625
Raiders,564,306,54.3,6.5,3400,24,12,79.8,176,31.2,38,1994,444,1543,3.5,11,94,21.2,12.0,24,4,0,1046,0.38626609442060084,0.625,0,13,9,7,0,0.5625
Rams,541,320,59.1,6.6,3389,23,14,82.1,198,36.6,26,1994,496,1781,3.6,12,103,20.8,11.1,23,1,0,1063,0.45701357466063347,0.45454545454545453,0,6,4,12,0,0.25
Chiefs,504,300,59.5,6.9,3266,23,12,85.9,164,32.5,39,1994,446,1734,3.9,11,93,20.9,11.7,23,5,0,989,0.37735849056603776,0.5714285714285714,0,26,9,7,0,0.5625
Colts,598,354,59.2,6.5,3679,24,18,79.4,192,32.1,29,1994,463,1646,3.6,8,98,21.2,11.0,24,3,0,1090,0.4581673306772908,0.5652173913043478,0,10,8,8,0,0.5
Oilers,400,221,55.3,7.4,2795,18,14,79.4,132,33.0,31,1994,540,2120,3.9,17,112,20.7,13.4,18,1,0,971,0.365296803652968,0.3,0,12,2,14,0,0.125
Packers,605,337,55.7,6.1,3401,20,21,70.4,182,30.1,37,1994,381,1363,3.6,9,82,21.5,10.9,20,5,0,1023,0.35585585585585583,0.5,0,12,9,7,0,0.5625
Lions,547,370,67.6,6.8,3546,21,12,90.6,169,30.9,28,1994,511,1859,3.6,15,131,25.6,10.1,21,8,0,1086,0.48484848484848486,0.5,0,11,9,7,0,0.5625
Broncos,568,322,56.7,7.6,4155,28,12,88.5,182,32.0,23,1994,432,1752,4.1,12,103,23.8,13.3,28,3,0,1023,0.39631336405529954,0.3,0,14,7,9,0,0.4375
Cowboys,522,269,51.5,5.8,2752,19,22,64.0,157,30.1,47,1994,437,1561,3.6,8,86,19.7,11.3,19,1,0,1006,0.39737991266375544,0.47058823529411764,0,9,12,4,0,0.75
Browns,587,325,55.4,5.8,3157,13,18,67.1,173,29.5,38,1994,465,1669,3.6,9,98,21.1,10.5,13,3,0,1090,0.34297520661157027,0.3888888888888889,0,13,11,5,0,0.6875
Bengals,505,294,58.2,6.8,3248,22,10,85.4,168,33.3,31,1994,517,1906,3.7,16,126,24.4,11.8,22,4,0,1053,0.39826839826839827,0.5,0,8,3,13,0,0.1875
Bears,522,295,56.5,6.2,3087,16,12,75.9,163,31.2,28,1994,432,1922,4.4,10,100,23.1,11.1,16,7,0,982,0.37155963302752293,0.47058823529411764,0,10,9,7,0,0.5625
Bills,535,314,58.7,7.1,3660,26,16,84.4,199,37.2,25,1994,447,1515,3.4,10,82,18.3,12.1,26,2,0,1007,0.41935483870967744,0.6666666666666666,0,12,7,9,0,0.4375
Falcons,580,364,62.8,7.5,4136,26,22,84.9,201,34.7,32,1994,426,1693,4.0,16,107,25.1,12.0,26,2,0,1038,0.4097560975609756,0.45,0,11,7,9,0,0.4375
Redskins,546,338,61.9,6.2,3268,20,16,79.6,182,33.3,30,1995,483,2132,4.4,18,127,26.3,10.1,20,8,0,1059,0.45454545454545453,0.75,0,18,6,10,0,0.375
Buccaneers,557,346,62.1,7.4,3958,19,14,85.4,202,36.3,25,1995,449,1754,3.9,14,104,23.2,11.8,19,5,0,1031,0.44075829383886256,0.5714285714285714,0,16,7,9,0,0.4375
Seahawks,554,310,56.0,6.7,3539,26,16,80.2,181,32.7,28,1995,496,2130,4.3,11,116,23.4,12.0,26,5,0,1078,0.37155963302752293,0.5555555555555556,0,9,8,8,0,0.5
49ers,611,330,54.0,5.9,3337,19,26,64.1,192,31.4,40,1995,348,1061,3.0,5,57,16.4,10.8,19,5,0,999,0.3794642857142857,0.391304347826087,0,8,11,5,0,0.6875
Chargers,543,321,59.1,6.6,3383,16,17,75.8,178,32.8,36,1995,441,1691,3.8,15,112,25.4,11.2,16,4,0,1020,0.4205607476635514,0.5454545454545454,0,10,9,7,0,0.5625
Steelers,531,314,59.1,6.6,3240,24,22,76.7,181,34.1,42,1995,370,1321,3.6,9,67,18.1,11.2,24,3,0,943,0.33663366336633666,0.6153846153846154,0,12,11,5,0,0.6875
Cardinals,461,264,57.3,7.9,3455,33,19,89.5,180,39.0,31,1995,503,2249,4.5,14,105,20.9,13.8,33,5,0,995,0.4433497536945813,0.375,0,23,4,12,0,0.25
Eagles,499,268,53.7,6.3,2816,14,19,66.4,154,30.9,48,1995,466,1822,3.9,14,102,21.9,11.6,14,1,0,1013,0.38181818181818183,0.7058823529411765,0,19,10,6,0,0.625
Jets,497,263,52.9,6.1,2740,21,17,71.6,149,30.0,43,1995,526,2016,3.8,15,123,23.4,11.6,21,2,0,1066,0.3333333333333333,0.6428571428571429,0,17,3,13,0,0.1875
Giants,508,299,58.9,6.6,3184,17,16,76.7,187,36.8,29,1995,500,2109,4.2,17,120,24.0,11.2,17,3,0,1037,0.41784037558685444,0.6666666666666666,0,15,5,11,0,0.3125
Saints,543,329,60.6,7.4,3723,23,17,84.3,195,35.9,44,1995,469,1838,3.9,13,107,22.8,12.2,23,2,0,1056,0.4369369369369369,0.6153846153846154,0,12,7,9,0,0.4375
Patriots,549,342,62.3,7.5,3886,29,15,91.4,181,33.0,37,1995,448,1878,4.2,12,106,23.7,12.0,29,5,0,1034,0.37209302325581395,0.5384615384615384,0,14,6,10,0,0.375
Vikings,620,369,59.5,7.1,4122,29,25,80.1,212,34.2,44,1995,352,1329,3.8,11,75,21.3,12.0,29,3,0,1016,0.41517857142857145,0.6363636363636364,0,15,8,8,0,0.5
Dolphins,556,327,58.8,6.8,3569,30,14,86.7,192,34.5,29,1995,415,1675,4.0,7,93,22.4,11.5,30,4,0,1000,0.3417085427135678,0.46875,0,16,9,7,0,0.5625
Raiders,527,301,57.1,6.9,3310,14,11,78.6,177,33.6,43,1995,446,1794,4.0,15,90,20.2,12.1,14,7,0,1016,0.32857142857142857,0.35294117647058826,0,22,8,8,0,0.5
Rams,534,320,59.9,6.9,3441,27,22,80.6,178,33.3,36,1995,410,1677,4.1,14,101,24.6,11.6,27,3,0,980,0.4166666666666667,0.625,0,14,7,9,0,0.4375
Chiefs,596,329,55.2,6.0,3222,16,16,70.8,178,29.9,47,1995,404,1327,3.3,7,83,20.5,10.8,16,4,0,1047,0.3406113537117904,0.3888888888888889,0,17,13,3,0,0.8125
Jaguars,509,304,59.7,7.0,3512,28,13,88.9,177,34.8,17,1995,504,2003,4.0,17,121,24.0,11.8,28,5,0,1030,0.481981981981982,0.625,0,11,4,12,0,0.25
Colts,569,336,59.1,6.6,3570,23,13,82.6,182,32.0,29,1995,418,1457,3.5,8,92,22.0,11.1,23,7,0,1016,0.4009433962264151,0.5,0,13,9,7,0,0.5625
Oilers,553,289,52.3,6.0,3125,24,21,69.3,157,28.4,30,1995,400,1526,3.8,11,85,21.3,11.5,24,8,0,983,0.33490566037735847,0.3333333333333333,0,17,7,9,0,0.4375
Packers,616,351,57.0,6.4,3640,25,13,80.8,188,30.5,39,1995,374,1515,4.1,12,99,26.5,11.2,25,0,0,1029,0.35046728971962615,0.46153846153846156,0,3,11,5,0,0.6875
Lions,580,354,61.0,7.1,3804,17,22,76.5,201,34.7,42,1995,409,1795,4.4,15,110,26.9,11.6,17,2,0,1031,0.38,0.625,0,13,10,6,0,0.625
Broncos,529,297,56.1,6.7,3298,20,8,82.9,186,35.2,30,1995,451,1895,4.2,19,114,25.3,11.8,20,3,0,1010,0.4339622641509434,0.47619047619047616,0,13,8,8,0,0.5
Cowboys,523,293,56.0,6.7,3272,17,19,72.3,165,31.5,36,1995,442,1772,4.0,13,113,25.6,11.9,17,1,0,1001,0.44907407407407407,0.42105263157894735,0,6,12,4,0,0.75
Browns,573,360,62.8,7.0,3822,23,17,84.6,200,34.9,29,1995,480,1826,3.8,15,112,23.3,11.1,23,3,0,1082,0.49557522123893805,0.5,0,7,5,11,0,0.3125
Bengals,602,364,60.5,7.5,4245,25,12,89.2,215,35.7,42,1995,483,2104,4.4,10,117,24.2,12.4,25,4,0,1127,0.4403292181069959,0.5333333333333333,0,12,7,9,0,0.4375
Bears,595,374,62.9,7.1,4001,27,16,88.1,212,35.6,35,1995,405,1441,3.6,9,81,20.0,11.3,27,5,0,1035,0.46543778801843316,0.5882352941176471,0,13,9,7,0,0.5625
Panthers,586,310,52.9,6.3,3451,15,21,66.2,175,29.9,36,1995,450,1576,3.5,17,99,22.0,12.0,15,9,0,1072,0.4083333333333333,0.5833333333333334,0,15,7,9,0,0.4375
Bills,582,310,53.3,6.6,3502,14,17,70.0,180,30.9,49,1995,453,1626,3.6,16,93,20.5,12.5,14,4,0,1084,0.3442622950819672,0.5652173913043478,0,11,10,6,0,0.625
Falcons,650,405,62.3,7.3,4541,28,18,87.3,230,35.4,30,1995,404,1547,3.8,12,96,23.8,11.7,28,3,0,1084,0.41125541125541126,0.6428571428571429,0,12,9,7,0,0.5625
Redskins,560,325,58.0,6.5,3448,12,21,69.2,191,34.1,34,1996,520,2275,4.4,20,146,28.1,11.2,12,7,0,1114,0.43859649122807015,0.6666666666666666,0,9,9,7,0,0.5625
Buccaneers,503,311,61.8,6.2,2925,17,17,76.7,156,31.0,35,1996,438,1889,4.3,13,114,26.0,10.1,17,5,0,976,0.40654205607476634,0.7692307692307693,0,12,6,10,0,0.375
Seahawks,512,303,59.2,7.1,3339,25,14,85.8,181,35.4,48,1996,506,2098,4.1,15,114,22.5,12.0,25,3,0,1066,0.3791469194312796,0.4666666666666667,0,18,7,9,0,0.4375
49ers,558,287,51.4,6.2,3164,21,20,68.4,164,29.4,45,1996,418,1497,3.6,4,76,18.2,12.1,21,2,0,1021,0.33620689655172414,0.45,0,14,12,4,0,0.75
Chargers,636,369,58.0,6.1,3666,28,22,76.0,199,31.3,33,1996,431,1755,4.1,10,92,21.3,10.5,28,1,0,1100,0.41975308641975306,0.47368421052631576,0,14,8,8,0,0.5
Steelers,547,322,58.9,6.1,2947,17,23,69.2,174,31.8,51,1996,411,1415,3.4,7,80,19.5,10.3,17,4,0,1009,0.3615023474178404,0.36363636363636365,0,17,10,6,0,0.625
Cardinals,520,311,59.8,7.1,3499,21,11,86.1,192,36.9,28,1996,514,1862,3.6,18,120,23.3,11.8,21,1,0,1062,0.41284403669724773,0.5,0,14,7,9,0,0.4375
Eagles,500,271,54.2,6.5,2979,18,19,70.4,150,30.0,40,1996,421,1583,3.8,12,87,20.7,12.0,18,4,0,961,0.39069767441860465,0.35714285714285715,0,12,10,6,0,0.625
Jets,456,257,56.4,7.8,3364,33,11,95.5,157,34.4,28,1996,539,2200,4.1,19,119,22.1,13.8,33,2,0,1023,0.4,0.5833333333333334,0,15,1,15,0,0.0625
Giants,533,317,59.5,6.5,3299,15,22,71.0,174,32.6,30,1996,487,1748,3.6,14,98,20.1,11.0,15,7,0,1050,0.34234234234234234,0.3888888888888889,0,13,6,10,0,0.375
Saints,465,267,57.4,6.7,2834,22,12,82.9,152,32.7,41,1996,521,2076,4.0,11,104,20.0,11.7,22,3,0,1027,0.36637931034482757,0.5625,0,10,3,13,0,0.1875
Patriots,596,322,54.0,6.8,3803,17,23,68.9,178,29.9,33,1996,434,1502,3.5,14,102,23.5,12.6,17,4,0,1063,0.35964912280701755,0.5454545454545454,0,11,11,5,0,0.6875
Vikings,537,314,58.5,6.3,3121,18,22,71.2,169,31.5,43,1996,445,1966,4.4,15,117,26.3,10.8,18,3,0,1025,0.33175355450236965,0.5882352941176471,0,13,9,7,0,0.5625
Dolphins,539,337,62.5,7.2,3655,29,20,86.7,191,35.4,37,1996,411,1536,3.7,10,91,22.1,11.5,29,7,0,987,0.33678756476683935,0.4583333333333333,0,16,8,8,0,0.5
Raiders,513,284,55.4,6.4,3021,22,17,75.3,162,31.6,34,1996,463,1676,3.6,7,97,21.0,11.5,22,2,0,1010,0.34101382488479265,0.5,0,9,7,9,0,0.4375
Rams,558,341,61.1,6.9,3675,23,26,76.1,191,34.2,32,1996,478,1854,3.9,22,114,23.8,11.3,23,2,0,1068,0.42035398230088494,0.6190476190476191,0,13,6,10,0,0.375
Chiefs,536,289,53.9,7.0,3538,19,17,74.6,184,34.3,31,1996,441,1666,3.8,11,84,19.0,12.9,19,4,0,1008,0.42201834862385323,0.3,0,10,9,7,0,0.5625
Jaguars,508,290,57.1,7.0,3304,24,13,83.8,180,35.4,37,1996,447,1781,4.0,9,110,24.6,12.2,24,3,0,992,0.44075829383886256,0.375,0,14,9,7,0,0.5625
Colts,534,318,59.6,7.2,3643,25,13,87.0,189,35.4,29,1996,459,1760,3.8,12,108,23.5,12.0,25,7,0,1022,0.39819004524886875,0.7333333333333333,0,10,9,7,0,0.5625
Oilers,524,312,59.5,6.6,3225,24,12,85.0,169,32.3,35,1996,397,1385,3.5,5,78,19.6,11.1,24,4,0,956,0.35175879396984927,0.3333333333333333,0,14,8,8,0,0.5
Packers,544,283,52.0,5.4,2740,12,26,55.4,151,27.8,37,1996,400,1416,3.5,7,74,18.5,10.4,12,3,0,981,0.3274336283185841,0.6363636363636364,0,12,13,3,0,0.8125
Lions,502,311,62.0,7.1,3344,28,11,92.9,172,34.3,32,1996,510,2007,3.9,12,126,24.7,11.5,28,4,0,1044,0.4318181818181818,0.5333333333333333,0,8,5,11,0,0.3125
Broncos,566,302,53.4,6.0,3139,22,23,67.7,165,29.2,40,1996,345,1331,3.9,5,67,19.4,11.3,22,6,0,951,0.35944700460829493,0.4375,0,9,13,3,0,0.8125
Cowboys,484,271,56.0,6.3,2806,10,19,65.3,144,29.8,37,1996,437,1576,3.6,10,89,20.4,11.2,10,3,0,958,0.3443396226415094,0.6,0,13,10,6,0,0.625
Bengals,571,319,55.9,7.1,3826,22,34,66.1,196,34.3,32,1996,444,1643,3.7,15,109,24.5,12.6,22,3,0,1047,0.4392523364485981,0.6153846153846154,0,10,8,8,0,0.5
Bears,524,314,59.9,6.6,3267,21,17,79.5,183,34.9,30,1996,427,1617,3.8,13,87,20.4,11.1,21,6,0,981,0.38349514563106796,0.5714285714285714,0,11,7,9,0,0.4375
Panthers,556,307,55.2,6.4,3214,17,22,68.7,167,30.0,60,1996,374,1562,4.2,6,69,18.4,11.7,17,4,0,990,0.3242009132420091,0.3181818181818182,0,16,12,4,0,0.75
Bills,562,292,52.0,6.1,3068,11,14,66.8,168,29.9,48,1996,495,1669,3.4,12,94,19.0,11.7,11,2,0,1105,0.3552123552123552,0.29411764705882354,0,14,10,6,0,0.625
Ravens,537,350,65.2,7.7,3969,27,15,93.4,213,39.7,30,1996,508,1920,3.8,18,115,22.6,11.8,27,0,0,1075,0.48214285714285715,0.5384615384615384,0,7,4,12,0,0.25
Falcons,485,302,62.3,8.2,3745,26,6,100.6,182,37.5,36,1996,473,2041,4.3,18,102,21.6,13.1,26,4,0,994,0.4223300970873786,0.3333333333333333,0,17,3,13,0,0.1875
Redskins,513,267,52.0,6.0,2818,14,16,66.7,149,29.0,37,1997,508,2212,4.4,15,129,25.4,11.6,14,4,0,1058,0.3333333333333333,0.5714285714285714,0,14,8,7,1,0.53125
Buccaneers,518,325,62.7,6.5,3011,13,13,79.2,155,29.9,44,1997,420,1617,3.9,10,96,22.9,10.3,13,4,0,982,0.3409090909090909,0.6470588235294118,0,13,10,6,0,0.625
Seahawks,462,276,59.7,7.3,3118,19,13,84.1,166,35.9,42,1997,455,1731,3.8,10,96,21.1,12.2,19,5,0,959,0.3333333333333333,0.5,0,16,8,8,0,0.5
49ers,509,258,50.7,5.9,2647,23,25,63.6,145,28.5,54,1997,386,1366,3.5,5,67,17.4,11.7,23,1,0,949,0.3470319634703196,0.5714285714285714,0,16,13,3,0,0.8125
Chargers,568,297,52.3,6.4,3468,31,15,79.5,181,31.9,27,1997,453,1698,3.7,12,92,20.3,12.2,31,1,0,1048,0.38461538461538464,0.3888888888888889,0,11,4,12,0,0.25
Steelers,554,295,53.2,6.6,3387,24,20,73.5,177,31.9,48,1997,403,1318,3.3,5,82,20.3,12.5,24,6,0,1005,0.4473684210526316,0.5384615384615384,0,13,11,5,0,0.6875
