Team,Att,Cmp,Cmp %,Yds/Att,Yds,TD,INT,Rate,1st,1st%,Sck,Year,Att_Rush,Rush Yds,YPC,Rush_TD,Rush 1st,Rush 1st%,Yds/Rec,Rec_TD,Rec FUM,PDef,Scrm Plys,3rd_Conv%,4th Conv%,FF,FR,W,L,T,Win pct
Buccaneers,521,307,58.9,6.4,3216,23,19,77.6,171,32.8,26,2010,444,2107,4.7,12,118,26.6,10.9,23,2,70,991,0.431924882629108,0.5294117647058824,12,9,10,6,0,0.625
Seahawks,585,339,57.9,7.2,3994,31,12,89.7,206,35.2,37,2010,452,1903,4.2,13,91,20.1,12.5,31,4,85,1074,0.3949579831932773,0.42105263157894735,16,10,7,9,0,0.4375
49ers,550,358,65.1,7.2,3697,25,15,90.0,188,34.2,36,2010,447,1547,3.5,9,86,19.2,11.0,25,4,64,1033,0.3870967741935484,0.23076923076923078,13,7,6,10,0,0.375
Chargers,488,285,58.4,6.4,2845,18,16,76.2,153,31.4,47,2010,404,1500,3.7,14,77,19.1,11.0,18,5,67,939,0.33653846153846156,0.42857142857142855,11,6,9,7,0,0.5625
Steelers,593,363,61.2,6.3,3425,15,21,73.1,182,30.7,48,2010,333,1004,3.0,5,61,18.3,10.3,15,4,88,974,0.3349282296650718,0.625,24,14,12,4,0,0.75
Cardinals,533,324,60.8,7.3,3654,22,17,83.5,178,33.4,33,2010,526,2323,4.4,19,123,23.4,12.0,22,4,80,1092,0.37339055793991416,0.5294117647058824,13,13,5,11,0,0.3125
Eagles,536,309,57.6,7.0,3469,31,23,80.8,185,34.5,39,2010,423,1766,4.2,12,91,21.5,12.2,31,2,90,998,0.3827751196172249,0.4166666666666667,11,11,10,6,0,0.625
Jets,531,269,50.7,6.5,3210,24,12,77.1,169,31.8,40,2010,408,1454,3.6,11,70,17.2,12.8,24,2,84,979,0.3698630136986301,0.6666666666666666,17,18,11,5,0,0.6875
Giants,539,308,57.1,6.8,3352,24,16,80.5,159,29.5,46,2010,389,1620,4.2,11,88,22.6,11.9,24,9,87,974,0.3173076923076923,0.5294117647058824,34,23,10,6,0,0.625
Saints,494,306,61.9,6.8,3103,13,9,83.2,150,30.4,33,2010,421,1797,4.3,13,94,22.3,11.0,13,10,68,948,0.3448275862068966,0.6521739130434783,25,16,11,5,0,0.6875
Patriots,611,388,63.5,7.1,4136,25,25,81.2,226,37.0,36,2010,409,1728,4.2,10,99,24.2,11.2,25,3,77,1056,0.4714285714285714,0.6,11,13,14,2,0,0.875
Vikings,529,333,62.9,6.7,3367,25,15,86.4,178,33.6,31,2010,417,1635,3.9,10,87,20.9,10.6,25,3,62,977,0.4084507042253521,0.5,12,10,6,10,0,0.375
Dolphins,502,288,57.4,7.1,3348,22,11,85.0,166,33.1,39,2010,447,1601,3.6,8,84,18.8,12.4,22,1,82,988,0.37168141592920356,0.36363636363636365,13,8,7,9,0,0.4375
Raiders,470,249,53.0,7.1,3027,29,12,85.6,150,31.9,47,2010,474,2138,4.5,14,98,20.7,13.3,29,2,63,991,0.3486238532110092,0.2727272727272727,15,12,8,8,0,0.5
Rams,570,328,57.5,6.8,3578,21,14,80.4,191,33.5,43,2010,404,1810,4.5,7,88,21.8,11.8,21,5,77,1017,0.334841628959276,0.5,23,12,7,9,0,0.4375
Chiefs,581,319,54.9,6.5,3519,23,14,78.1,186,32.0,39,2010,408,1764,4.3,11,88,21.6,11.8,23,2,96,1028,0.37668161434977576,0.35,18,9,10,6,0,0.625
Jaguars,506,329,65.0,8.3,4004,28,13,98.5,197,38.9,26,2010,416,1945,4.7,19,98,23.6,12.7,28,4,48,948,0.4126984126984127,0.4444444444444444,8,5,8,8,0,0.5
Colts,535,356,66.5,6.8,3433,22,10,91.7,190,35.5,30,2010,445,2032,4.6,14,111,24.9,10.2,22,5,54,1010,0.39,0.4444444444444444,12,11,10,6,0,0.625
Texans,547,354,64.7,8.2,4280,33,13,100.5,211,38.6,30,2010,433,1751,4.0,16,113,26.1,12.7,33,3,56,1010,0.39487179487179486,0.8461538461538461,11,5,6,10,0,0.375
Titans,625,410,65.6,6.9,4032,23,17,86.4,214,34.2,40,2010,474,1851,3.9,7,107,22.6,10.5,23,3,72,1139,0.4297520661157025,0.4090909090909091,17,8,6,10,0,0.375
Packers,527,296,56.2,6.5,3107,16,24,67.2,163,30.9,47,2010,395,1838,4.7,6,82,20.8,11.6,16,5,86,969,0.3615023474178404,0.3,15,8,10,6,0,0.625
Lions,518,330,63.7,7.3,3498,23,14,89.2,187,36.1,44,2010,443,1999,4.5,18,98,22.1,11.5,23,8,62,1005,0.3888888888888889,0.4166666666666667,21,15,6,10,0,0.375
Broncos,502,297,59.2,7.8,3780,26,10,93.0,184,36.7,23,2010,531,2473,4.7,26,126,23.7,13.3,26,1,76,1056,0.3827751196172249,0.625,13,8,4,12,0,0.25
Cowboys,540,348,64.4,7.7,3894,33,20,92.8,200,37.0,35,2010,402,1734,4.3,11,84,20.9,11.9,33,3,62,977,0.39705882352941174,0.4444444444444444,14,10,6,10,0,0.375
Browns,507,309,60.9,7.3,3531,26,19,84.8,195,38.5,29,2010,505,2070,4.1,7,102,20.2,12.0,26,1,77,1041,0.42857142857142855,0.7333333333333333,9,9,5,11,0,0.3125
Bengals,514,326,63.4,7.1,3469,21,16,85.2,170,33.1,27,2010,416,1843,4.4,15,97,23.3,11.2,21,5,67,957,0.3787878787878788,0.2857142857142857,12,10,4,12,0,0.25
Bears,582,363,62.4,6.6,3588,14,21,74.4,183,31.4,34,2010,386,1441,3.7,14,88,22.8,10.5,14,6,73,1002,0.3472222222222222,0.46153846153846156,23,14,11,5,0,0.6875
Panthers,526,326,62.0,6.9,3393,19,17,81.0,176,33.5,31,2010,503,1981,3.9,20,121,24.1,11.1,19,5,68,1060,0.38028169014084506,0.4444444444444444,14,12,2,14,0,0.125
Bills,473,294,62.2,6.9,3072,28,11,92.6,179,37.8,27,2010,571,2714,4.8,18,138,24.2,11.1,28,4,77,1071,0.43171806167400884,0.7,15,11,4,12,0,0.25
Ravens,596,349,58.6,6.4,3599,22,19,76.4,187,31.4,27,2010,384,1503,3.9,5,79,20.6,10.9,22,7,80,1007,0.3799126637554585,0.5,15,8,12,4,0,0.75
Falcons,560,364,65.0,6.9,3625,23,22,82.2,183,32.7,31,2010,366,1694,4.6,9,87,23.8,10.6,23,4,69,957,0.39303482587064675,0.5294117647058824,14,9,13,3,0,0.8125
Redskins,509,308,60.5,7.5,3553,22,13,87.4,180,35.4,41,2011,438,1884,4.3,15,95,21.7,12.4,22,5,72,988,0.3737864077669903,0.4,17,8,5,11,0,0.3125
Buccaneers,481,301,62.6,8.2,3814,30,14,97.2,188,39.1,23,2011,498,2497,5.0,26,135,27.1,13.2,30,3,59,1002,0.3945945945945946,0.6923076923076923,13,10,4,12,0,0.25
Seahawks,543,324,59.7,6.9,3518,18,22,74.8,174,32.0,33,2011,473,1797,3.8,10,96,20.3,11.6,18,5,83,1049,0.34841628959276016,0.6363636363636364,13,9,7,9,0,0.4375
49ers,579,333,57.5,6.9,3695,20,23,73.6,190,32.8,42,2011,353,1236,3.5,3,53,15.0,11.9,20,5,101,974,0.35185185185185186,0.4117647058823529,19,15,13,3,0,0.8125
Chargers,478,299,62.6,7.9,3591,29,17,92.5,186,38.9,32,2011,448,1955,4.4,8,102,22.8,12.6,29,3,65,958,0.49230769230769234,0.1111111111111111,7,4,8,8,0,0.5
Steelers,530,289,54.5,5.6,2751,15,11,71.7,156,29.4,35,2011,399,1597,4.0,7,82,20.6,10.3,15,1,72,964,0.3891402714932127,0.6153846153846154,10,4,12,4,0,0.75
Cardinals,578,340,58.8,6.9,3696,17,10,82.5,174,30.1,42,2011,475,1986,4.2,15,118,24.8,11.8,17,3,85,1095,0.3141592920353982,0.5,12,9,8,8,0,0.5
Eagles,518,301,58.1,7.2,3397,27,15,85.7,173,33.4,50,2011,414,1801,4.4,11,84,20.3,12.3,27,3,63,982,0.35545023696682465,0.4117647058823529,10,9,8,8,0,0.5
Jets,507,275,54.2,6.7,3216,15,19,69.6,167,32.9,35,2011,451,1777,3.9,17,83,18.4,12.4,15,2,71,993,0.32701421800947866,0.1,19,12,8,8,0,0.5
Giants,589,361,61.3,7.5,4082,28,20,86.1,210,35.7,48,2011,435,1940,4.5,15,103,23.7,12.2,28,1,84,1072,0.38181818181818183,0.5555555555555556,13,11,9,7,0,0.5625
Saints,626,362,57.8,7.0,4157,24,9,86.4,196,31.3,33,2011,351,1738,5.0,11,92,26.2,12.2,24,5,90,1010,0.3316831683168317,0.2727272727272727,17,7,13,3,0,0.8125
Patriots,619,386,62.4,8.0,4703,26,23,86.1,245,39.6,40,2011,405,1874,4.6,13,101,24.9,12.9,26,0,61,1064,0.4306930693069307,0.42105263157894735,10,11,13,3,0,0.8125
Vikings,538,367,68.2,8.1,4019,34,8,107.6,213,39.6,50,2011,439,1712,3.9,10,92,21.0,11.9,34,5,50,1027,0.4423076923076923,0.5555555555555556,19,15,3,13,0,0.1875
Dolphins,590,350,59.3,7.2,3992,24,16,83.7,198,33.6,41,2011,412,1530,3.7,8,88,21.4,12.1,24,1,64,1043,0.3378995433789954,0.5,9,3,6,10,0,0.375
Raiders,601,324,53.9,7.1,4023,31,18,81.3,206,34.3,39,2011,430,2178,5.1,15,105,24.4,13.2,31,3,88,1070,0.4200913242009132,0.2857142857142857,7,8,8,8,0,0.5
Rams,484,293,60.5,7.4,3301,21,12,87.3,166,34.3,39,2011,510,2433,4.8,17,122,23.9,12.2,21,2,65,1033,0.38425925925925924,0.625,16,6,2,14,0,0.125
Chiefs,454,257,56.6,7.5,3221,23,20,79.1,169,37.2,29,2011,508,2112,4.2,14,96,18.9,13.3,23,1,84,991,0.34285714285714286,0.4375,13,6,7,9,0,0.4375
Jaguars,513,326,63.5,6.9,3341,21,17,83.7,175,34.1,31,2011,435,1667,3.8,14,73,16.8,10.9,21,1,62,979,0.3623853211009174,0.4444444444444444,19,11,5,11,0,0.3125
Colts,493,351,71.2,7.8,3632,25,8,103.9,193,39.1,29,2011,540,2303,4.3,19,136,25.2,10.9,25,4,47,1062,0.4537037037037037,0.5,14,9,2,14,0,0.125
Texans,538,279,51.9,6.2,3035,18,17,69.0,166,30.9,44,2011,378,1536,4.1,8,73,19.3,11.9,18,0,97,960,0.3584905660377358,0.46153846153846156,13,10,10,6,0,0.625
Titans,591,369,62.4,6.4,3629,21,11,85.1,187,31.6,28,2011,461,2053,4.5,10,111,24.1,10.3,21,5,70,1080,0.4067796610169492,0.4,15,12,9,7,0,0.5625
Packers,637,390,61.2,7.8,4796,29,31,80.6,246,38.6,29,2011,383,1789,4.7,10,96,25.1,12.8,29,8,98,1049,0.4256410256410256,0.25,13,7,15,1,0,0.9375
Lions,604,376,62.3,6.8,3831,26,21,82.1,195,32.3,41,2011,410,2050,5.0,10,91,22.2,10.9,26,4,73,1055,0.32682926829268294,0.42105263157894735,17,13,10,6,0,0.625
Broncos,534,333,62.4,7.5,3704,24,9,93.1,182,34.1,41,2011,488,2021,4.1,11,101,20.7,12.0,24,3,59,1063,0.3348623853211009,0.3333333333333333,11,9,8,8,0,0.5
Cowboys,545,336,61.7,7.6,3906,24,15,88.4,199,36.5,42,2011,385,1585,4.1,10,78,20.3,12.3,24,4,57,972,0.39705882352941174,0.36363636363636365,13,9,8,8,0,0.5
Browns,469,265,56.5,6.7,2959,16,9,80.6,149,31.8,32,2011,534,2359,4.4,12,124,23.2,11.9,16,4,69,1035,0.41304347826086957,0.42857142857142855,15,11,4,12,0,0.25
Bengals,539,319,59.2,6.8,3385,21,10,85.0,170,31.5,45,2011,425,1675,3.9,14,94,22.1,11.5,21,8,73,1009,0.35454545454545455,0.36363636363636365,18,12,9,7,0,0.5625
Bears,631,383,60.7,6.8,4065,22,20,79.3,199,31.5,33,2011,384,1542,4.0,10,75,19.5,11.2,22,3,65,1048,0.34934497816593885,0.4117647058823529,14,11,8,8,0,0.5
Panthers,490,318,64.9,8.4,3949,28,14,98.3,191,39.0,31,2011,451,2093,4.6,18,110,24.4,13.0,28,4,70,972,0.42783505154639173,0.3333333333333333,12,10,6,10,0,0.375
Bills,507,321,63.3,7.7,3714,30,20,90.4,196,38.7,29,2011,467,2224,4.8,19,120,25.7,12.2,30,2,67,1003,0.3968253968253968,0.6923076923076923,15,11,6,10,0,0.375
Ravens,535,288,53.8,6.4,3140,11,15,68.8,166,31.0,48,2011,419,1482,3.5,10,79,18.9,11.9,11,6,107,1002,0.3212669683257919,0.47619047619047616,21,11,12,4,0,0.75
Falcons,560,340,60.7,7.2,3786,25,19,83.3,186,33.2,33,2011,372,1552,4.2,10,87,23.4,11.8,25,4,80,965,0.44075829383886256,0.5454545454545454,13,10,10,6,0,0.625
Redskins,636,393,61.8,7.4,4511,31,21,87.0,223,35.1,32,2012,363,1532,4.2,11,89,24.5,12.0,31,3,88,1031,0.4418604651162791,0.5714285714285714,12,9,10,6,0,0.625
Buccaneers,627,410,65.4,7.9,4758,30,18,93.5,226,36.0,27,2012,377,1320,3.5,13,75,19.9,12.1,30,4,79,1031,0.4018264840182648,0.42857142857142855,11,8,7,9,0,0.4375
Seahawks,564,327,58.0,6.2,3250,15,18,71.8,186,33.0,36,2012,368,1649,4.5,8,80,21.7,10.7,15,5,76,968,0.3838383838383838,0.3,18,13,11,5,0,0.6875
49ers,567,337,59.4,6.1,3203,19,14,78.0,178,31.4,38,2012,407,1507,3.7,7,72,17.7,10.3,19,7,77,1012,0.3302325581395349,0.56,15,11,11,4,1,0.71875
Chargers,568,347,61.1,6.9,3681,28,14,87.9,201,35.4,38,2012,406,1542,3.8,10,85,20.9,11.3,28,6,70,1012,0.4205607476635514,0.4,18,14,7,9,0,0.4375
Steelers,523,299,57.2,6.0,2963,19,10,79.0,169,32.3,37,2012,391,1450,3.7,9,78,19.9,10.6,19,5,77,951,0.35436893203883496,0.7272727272727273,15,10,8,8,0,0.5
Cardinals,497,270,54.3,6.9,3213,20,22,71.2,160,32.2,38,2012,506,2192,4.3,12,107,21.1,12.7,20,4,73,1041,0.32882882882882886,0.4444444444444444,13,11,5,11,0,0.3125
Eagles,485,292,60.2,7.6,3470,33,8,99.6,178,36.7,30,2012,479,2021,4.2,11,108,22.5,12.6,33,0,75,994,0.4088669950738916,0.2,13,5,4,12,0,0.25
Jets,494,266,53.8,6.5,3036,20,11,78.2,161,32.6,30,2012,495,2138,4.3,17,96,19.4,12.1,20,3,57,1019,0.37168141592920356,0.8,14,12,6,10,0,0.375
Giants,534,341,63.9,8.1,4068,26,21,88.7,196,36.7,33,2012,449,2066,4.6,9,104,23.2,12.6,26,5,71,1016,0.42424242424242425,0.47619047619047616,16,14,9,7,0,0.5625
Saints,602,370,61.5,8.1,4681,31,15,93.8,236,39.2,30,2012,457,2361,5.2,18,116,25.4,13.2,31,2,90,1089,0.38461538461538464,0.5263157894736842,11,11,7,9,0,0.4375
Patriots,594,369,62.1,7.7,4342,27,20,86.9,207,34.8,37,2012,415,1630,3.9,10,100,24.1,12.3,27,9,74,1046,0.4,0.391304347826087,30,21,12,4,0,0.75
Vikings,612,391,63.9,6.8,3908,28,10,92.3,229,37.4,44,2012,427,1692,4.0,10,82,19.2,10.7,28,3,73,1083,0.41304347826086957,0.55,16,12,10,6,0,0.625
Dolphins,600,353,58.8,7.0,3974,18,10,83.4,215,35.8,42,2012,431,1734,4.0,10,79,18.3,11.9,18,6,66,1073,0.36554621848739494,0.7058823529411765,15,6,7,9,0,0.4375
Raiders,526,347,66.0,7.5,3775,28,11,97.5,180,34.2,25,2012,444,1897,4.3,18,95,21.4,11.4,28,6,54,995,0.3915094339622642,0.5714285714285714,9,8,4,12,0,0.25
Rams,547,362,66.2,7.2,3602,16,17,83.9,197,36.0,52,2012,442,1880,4.3,18,107,24.2,10.8,16,2,61,1041,0.3755868544600939,0.375,12,4,7,8,1,0.46875
Chiefs,464,279,60.1,8.0,3533,29,7,99.9,176,37.9,27,2012,482,2171,4.5,11,106,22.0,13.2,29,6,65,973,0.3910891089108911,0.75,14,6,2,14,0,0.125
Jaguars,535,341,63.7,7.4,3832,21,12,89.8,194,36.3,20,2012,545,2256,4.1,19,133,24.4,11.6,21,2,56,1100,0.413953488372093,0.4444444444444444,12,11,2,14,0,0.125
Colts,535,334,62.4,7.4,3788,23,12,90.1,190,35.5,32,2012,428,2200,5.1,14,102,23.8,11.9,23,3,65,995,0.38071065989847713,0.42857142857142855,6,3,11,5,0,0.6875
Texans,581,308,53.0,6.7,3612,29,15,80.0,167,28.7,44,2012,390,1560,4.0,5,94,24.1,12.6,29,4,109,1015,0.3302325581395349,0.3125,17,14,12,4,0,0.75
Titans,564,374,66.3,7.5,3964,31,19,92.7,210,37.2,39,2012,483,2035,4.2,16,122,25.3,11.2,31,4,66,1086,0.397196261682243,0.42857142857142855,13,5,6,10,0,0.375
Packers,568,313,55.1,6.7,3492,24,18,76.8,191,33.6,47,2012,418,1896,4.5,12,83,19.9,12.1,24,4,90,1033,0.38073394495412843,0.391304347826087,8,5,11,5,0,0.6875
Lions,544,346,63.6,7.0,3569,26,11,91.7,167,30.7,34,2012,420,1889,4.5,13,107,25.5,11.0,26,3,63,998,0.36538461538461536,0.8333333333333334,11,6,4,12,0,0.25
Broncos,559,321,57.4,6.4,3194,25,16,79.4,183,32.7,52,2012,404,1458,3.6,5,73,18.1,11.1,25,1,84,1015,0.3055555555555556,0.3888888888888889,19,8,13,3,0,0.8125
Cowboys,511,320,62.6,7.6,3684,22,7,94.7,195,38.2,34,2012,441,2003,4.5,17,92,20.9,12.2,22,3,54,986,0.400990099009901,0.5454545454545454,14,9,8,8,0,0.5
Browns,600,378,63.0,6.9,3923,27,17,86.6,203,33.8,38,2012,457,1898,4.2,14,104,22.8,11.0,27,5,76,1095,0.3811659192825112,0.6363636363636364,16,12,5,11,0,0.3125
Bengals,560,346,61.8,6.7,3400,16,14,80.7,183,32.7,51,2012,423,1715,4.1,13,99,23.4,10.9,16,4,70,1034,0.3607305936073059,0.4166666666666667,16,16,10,6,0,0.625
Bears,592,350,59.1,6.3,3423,19,24,71.3,186,31.4,41,2012,388,1627,4.2,6,75,19.3,10.6,19,10,91,1021,0.35454545454545455,0.625,26,20,10,6,0,0.625
Panthers,555,371,66.8,6.9,3568,22,11,91.7,195,35.1,39,2012,416,1761,4.2,11,98,23.6,10.4,22,1,65,1010,0.3613861386138614,0.5263157894736842,16,12,7,9,0,0.4375
Bills,536,306,57.1,6.8,3473,25,12,84.4,182,34.0,36,2012,470,2333,5.0,23,136,28.9,12.0,25,6,76,1042,0.44019138755980863,0.5,21,9,6,10,0,0.375
Ravens,557,335,60.1,7.0,3650,15,13,80.6,187,33.6,37,2012,492,1965,4.0,15,105,21.3,11.6,15,3,86,1086,0.3577586206896552,0.5,10,12,10,6,0,0.625
Falcons,551,337,61.2,7.4,3878,14,20,77.1,189,34.3,29,2012,411,1971,4.8,16,99,24.1,12.0,14,4,83,991,0.405,0.46153846153846156,15,11,13,3,0,0.8125
Redskins,514,337,65.6,8.0,3896,29,16,96.1,204,39.7,36,2013,443,1769,4.0,23,102,23.0,12.3,29,5,57,993,0.3402061855670103,0.7058823529411765,12,9,3,13,0,0.1875
Buccaneers,547,352,64.4,7.4,3806,30,21,88.9,190,34.7,35,2013,438,1762,4.0,10,95,21.7,11.5,30,5,69,1020,0.39215686274509803,0.5714285714285714,15,10,4,12,0,0.25
Seahawks,524,309,59.0,5.8,2752,16,28,63.4,156,29.8,44,2013,422,1626,3.9,4,83,19.7,9.9,16,4,85,990,0.35185185185185186,0.36363636363636365,17,11,13,3,0,0.8125
49ers,585,345,59.0,6.5,3536,19,18,76.4,181,30.9,38,2013,397,1535,3.9,11,77,19.4,11.1,19,2,80,1020,0.34080717488789236,0.43478260869565216,12,11,12,4,0,0.75
Chargers,548,364,66.4,8.0,4139,23,11,96.4,208,38.0,35,2013,376,1725,4.6,14,98,26.1,12.1,23,4,62,959,0.3888888888888889,0.46153846153846156,11,6,9,7,0,0.5625
Steelers,569,329,57.8,6.6,3553,21,10,82.7,174,30.6,34,2013,433,1849,4.3,18,106,24.5,11.4,21,5,71,1036,0.39565217391304347,0.45,16,10,8,8,0,0.5
Cardinals,625,367,58.7,6.5,3728,29,20,80.3,208,33.3,47,2013,370,1351,3.7,5,68,18.4,11.1,29,2,96,1042,0.35294117647058826,0.375,11,10,10,6,0,0.625
Eagles,670,408,60.9,7.3,4636,25,19,84.0,239,35.7,37,2013,443,1668,3.8,12,100,22.6,12.0,25,3,92,1150,0.4025974025974026,0.4,13,12,10,6,0,0.625
Jets,586,345,58.9,7.1,3947,26,13,86.5,198,33.8,41,2013,421,1412,3.4,9,68,16.2,12.1,26,2,61,1048,0.36796536796536794,0.3888888888888889,10,2,8,8,0,0.5
Giants,601,361,60.1,6.3,3573,21,17,78.3,198,32.9,34,2013,454,1743,3.8,12,101,22.2,10.5,21,4,79,1089,0.40086206896551724,0.26666666666666666,15,12,7,9,0,0.4375
Saints,507,304,60.0,6.8,3105,20,12,83.6,168,33.1,49,2013,387,1786,4.6,11,82,21.2,11.3,20,4,65,943,0.34673366834170855,0.3333333333333333,13,7,11,5,0,0.6875
Patriots,589,336,57.0,7.0,3824,25,17,81.0,208,35.3,48,2013,481,2145,4.5,11,110,22.9,12.3,25,5,74,1118,0.4224137931034483,0.19047619047619047,11,12,12,4,0,0.75
Vikings,648,419,64.7,7.5,4595,37,12,98.6,247,38.1,41,2013,443,1767,4.0,14,101,22.8,11.6,37,4,59,1132,0.44155844155844154,0.6111111111111112,12,8,5,10,1,0.34375
Dolphins,580,344,59.3,6.9,3752,17,18,77.3,192,33.1,42,2013,484,1998,4.1,14,114,23.6,11.7,17,0,77,1106,0.38235294117647056,0.5333333333333333,10,6,8,8,0,0.5
Raiders,549,374,68.1,7.9,4092,33,9,105.1,202,36.8,38,2013,442,1727,3.9,15,100,22.6,11.6,33,7,40,1029,0.4312796208530806,0.3333333333333333,19,13,4,12,0,0.25
Rams,521,355,68.1,8.1,3874,21,14,94.7,203,39.0,53,2013,440,1646,3.7,18,87,19.8,11.8,21,3,71,1014,0.3880597014925373,0.5625,21,15,7,9,0,0.4375
Chiefs,592,334,56.4,7.2,3962,25,21,78.5,189,31.9,47,2013,428,1923,4.5,9,88,20.6,12.8,25,4,96,1067,0.3406113537117904,0.5,13,15,11,5,0,0.6875
Jaguars,551,354,64.2,7.6,3962,29,11,96.5,200,36.3,31,2013,507,2108,4.2,20,121,23.9,11.8,29,2,71,1089,0.4247787610619469,0.75,15,10,4,12,0,0.25
Colts,536,324,60.4,7.4,3711,21,15,84.6,191,35.6,42,2013,448,2002,4.5,14,101,22.5,12.2,21,0,72,1026,0.3761904761904762,0.5263157894736842,19,12,11,5,0,0.6875
Texans,484,287,59.3,6.8,3123,29,7,93.9,158,32.6,32,2013,454,1958,4.3,11,88,19.4,11.5,29,1,67,970,0.3456221198156682,0.375,10,4,2,14,0,0.125
Titans,545,344,63.1,7.0,3612,15,13,83.3,191,35.0,36,2013,446,1795,4.0,21,108,24.2,11.2,15,5,83,1027,0.34328358208955223,0.6363636363636364,14,12,7,9,0,0.4375
Packers,539,332,61.6,7.8,3956,30,11,95.9,190,35.3,44,2013,432,2000,4.6,16,116,26.9,12.6,30,3,66,1015,0.38235294117647056,0.5882352941176471,16,11,8,7,1,0.53125
Lions,572,338,59.1,7.3,3950,24,15,85.0,197,34.4,33,2013,377,1596,4.2,10,62,16.4,12.4,24,1,84,982,0.3033175355450237,0.75,11,7,7,9,0,0.4375
Broncos,613,357,58.2,7.1,4070,29,17,84.5,208,33.9,41,2013,420,1626,3.9,15,90,21.4,12.2,29,4,92,1074,0.38073394495412843,0.26666666666666666,16,9,13,3,0,0.8125
Cowboys,623,403,64.7,7.8,4589,33,15,96.0,231,37.1,34,2013,437,2056,4.7,17,122,27.9,12.0,33,4,64,1094,0.43333333333333335,0.5,13,13,8,8,0,0.5
Browns,605,363,60.0,6.2,3538,29,14,84.1,197,32.6,40,2013,462,1781,3.9,13,103,22.3,10.3,29,2,78,1107,0.44672131147540983,0.4444444444444444,8,7,4,12,0,0.25
Bengals,614,362,59.0,5.9,3344,22,20,74.2,178,29.0,43,2013,385,1544,4.0,6,72,18.7,10.0,22,5,90,1042,0.3288888888888889,0.3125,13,11,11,5,0,0.6875
Bears,507,315,62.1,7.7,3730,25,19,86.9,184,36.3,31,2013,483,2583,5.3,22,147,30.4,12.4,25,5,62,1021,0.415,0.75,19,9,8,8,0,0.5
Panthers,563,375,66.6,6.8,3429,17,20,81.4,178,31.6,60,2013,352,1391,4.0,4,70,19.9,10.3,17,3,64,975,0.3584905660377358,0.2727272727272727,11,10,12,4,0,0.75
Bills,561,310,55.3,6.5,3271,28,23,74.9,170,30.3,57,2013,471,2063,4.4,10,98,20.8,11.8,28,3,90,1089,0.37142857142857144,0.4,12,6,6,10,0,0.375
Ravens,552,314,56.9,7.1,3681,25,16,82.2,176,31.9,40,2013,440,1687,3.8,7,79,18.0,12.5,25,6,95,1032,0.33476394849785407,0.5714285714285714,14,7,8,8,0,0.5
Falcons,516,341,66.1,8.0,3897,31,10,102.4,196,38.0,32,2013,455,2173,4.8,14,102,22.4,12.1,31,6,57,1003,0.45933014354066987,0.6363636363636364,13,11,4,12,0,0.25
Redskins,519,345,66.5,8.2,3990,35,7,108.3,195,37.6,36,2014,421,1722,4.1,11,77,18.3,12.3,35,3,46,976,0.42995169082125606,0.5555555555555556,14,12,4,12,0,0.25
Buccaneers,563,387,68.7,7.6,4084,28,14,97.4,223,39.6,36,2014,468,1819,3.9,15,103,22.0,11.1,28,5,61,1067,0.43661971830985913,0.5555555555555556,16,11,2,14,0,0.125
Seahawks,507,313,61.7,6.3,2970,17,13,80.4,175,34.5,37,2014,380,1304,3.4,8,70,18.4,10.2,17,7,64,924,0.3712871287128713,0.5714285714285714,18,10,12,4,0,0.75
49ers,551,324,58.8,6.8,3531,29,23,79.5,188,34.1,36,2014,402,1612,4.0,7,83,20.6,11.5,29,3,82,989,0.43349753694581283,0.5,10,6,8,8,0,0.5
Chargers,524,320,61.1,6.9,3427,24,7,91.3,168,32.1,26,2014,438,1986,4.5,11,98,22.4,11.3,24,3,56,988,0.42995169082125606,0.2,16,11,9,7,0,0.5625
Steelers,543,350,64.5,7.8,4049,30,11,98.3,193,35.5,33,2014,368,1605,4.4,9,88,23.9,12.1,30,4,53,944,0.37566137566137564,0.7142857142857143,12,10,11,5,0,0.6875
Cardinals,579,365,63.0,7.6,4152,22,18,86.0,195,33.7,35,2014,396,1739,4.4,9,77,19.4,12.0,22,4,60,1010,0.3767441860465116,0.38461538461538464,9,7,11,5,0,0.6875
Eagles,591,345,58.4,7.8,4238,30,12,91.6,211,35.7,49,2014,473,1771,3.7,14,88,18.6,13.3,30,4,82,1113,0.3793103448275862,0.25,24,16,10,6,0,0.625
Jets,538,345,64.1,7.5,3746,31,6,101.5,194,36.1,45,2014,393,1489,3.8,10,74,18.8,11.8,31,3,53,976,0.4520547945205479,0.0,9,7,4,12,0,0.25
Giants,522,324,62.1,8.0,3850,25,17,89.4,187,35.8,47,2014,438,2162,4.9,15,112,25.6,12.8,25,1,71,1007,0.36,0.4,15,8,6,10,0,0.375
Saints,546,341,62.5,7.7,4019,26,12,92.9,205,37.5,34,2014,442,2125,4.8,17,111,25.1,12.3,26,5,57,1022,0.4604651162790698,0.5,11,5,7,9,0,0.4375
Patriots,574,342,59.6,7.2,3837,24,16,84.0,196,34.1,40,2014,419,1669,4.0,6,88,21.0,12.0,24,5,65,1033,0.4019138755980861,0.34782608695652173,15,9,12,4,0,0.75
